,name,city,state,nirfRank,rank
2524,"Mahila Mahavidyalaya, Nagpur",Nagpur,Maharashtra,nan,nan
2525,"Mahilaratna Pushpatai Hiray Arts, Science and Commerce Mahila Mahavidyalaya",Nashik,Maharashtra,nan,nan
2526,Mahindra University,Hyderabad,Telangana,154,nan
2527,Mahishadal Raj College,Purba Medinipur,West Bengal,nan,nan
2528,Mailam Engineering College,Viluppuram,Tamil Nadu,nan,nan
2529,Maitreyi College,New Delhi,Delhi,nan,nan
2530,"Majlis Arts & Science College, Puramannur",Malappuram,Kerala,nan,nan
2531,Majuli College P.O. Majuli,Jorhat,Assam,nan,nan
2532,Malabar College of Advanced Studies,Malappuram Dt,Kerala,nan,nan
2533,Malankara Catholic College,Kanniyakumari,Tamil Nadu,nan,nan
2534,Malaviya National Institute of Technology,Jaipur,Rajasthan,46,nan
2535,Malda College-District Malda,District Malda,West Bengal,nan,nan
2536,Malla Reddy College of Engineering and Technolog,Secunderabad,Telangana,281,nan
2537,Malla Reddy College of Engineering and Technology (Autonomous),Secunderabad,Telangana,nan,nan
2538,Malla Reddy Engin,Hyderabad,Telangana,226,nan
2539,Malla Reddy Engineering College,Hyderabad,Telangana,nan,nan
2540,Malla Reddy Engineering College for Women,Hyderabad,Telangana,nan,nan
2541,Malla Reddy Institute of Dental Sciences,Hyderabad,Telangana,nan,nan
2542,Malla Reddy Institute of Engineering and Technology,Secunderabad,Telangana,nan,nan
2543,Malla Reddy Institute of Technology & Science,Secunderabad,Telangana,nan,nan
2544,Mallabhum Institute of Technology,Bankura,West Bengal,nan,nan
2545,"Malnad College of Engineering, Hassan",Hassan,Karnataka,nan,nan
2546,"Mamo College Manassery, Mukkam",Kozhikode,Kerala,nan,nan
2547,Management Development Institute,nan,nan,13,nan
2548,Manakulavinayagar Institute of Technology,Puducherry,Pondicherry,nan,nan
2549,Manav Rac,Faridabad,Haryana,282,nan
2550,Manav Rachna International Institute of Research & Studies,Faridabad,Haryana,105,nan
2551,Manav Rachna University,Faridabad,Haryana,nan,nan
2552,Mandava Institute of Engineering and Technology,Jaggaiahpeta,Andhra Pradesh,nan,nan
2553,Mangalam College of Engineering,Kottayam,Kerala,nan,nan
2554,"Mangalmay Institute of Engineering and Technology, Greater Noida",Greater Noida,Uttar Pradesh,nan,nan
2555,Mangalore Institute of Technology & Engineering,Mangaluru,Karnataka,nan,nan
2556,Mangolnganbi College,Ningthoukhong,Manipur,nan,nan
2557,Maniben Nanavati Women's College,Mumbai,Maharashtra,nan,nan
2558,Manikpur Anchalik College,Bongaigaon,Assam,nan,nan
2559,Manipal Academy of Higher Education ,Manipal,Karnataka,nan,nan
2560,"Manipal Academy of Higher Education, Manipal",Manipal,Karnataka,nan,7
2561,"Manipal College of Dental Sciences, Mangalore",Mangalore,Karnataka,7,nan
2562,"Manipal College of Dental Sciences, Manipal",Udupi,Karnataka,2,nan
2563,Manipal Institute of Technology,Manipal,Karnataka,55,nan
2564,"Manipal School of Architecture and Planning, Mahe",Udupi,Karnataka,15,nan
2565,"Manipal University, Jaipur",Jaipur,Rajasthan,75,nan
2566,"Manipal University, Jaipur",nan,nan,85,nan
2567,Mankar College,Mankar,West Bengal,nan,nan
2568,Mannam Memorial N. S. S. College,Kollam,Kerala,nan,nan
2569,Mannar Tirumalai Naicker College,Madurai,Tamil Nadu,nan,nan
2570,"Manoharbhai Patel Arts Commerce, Deori",Deori. Dist- Gondia,Maharashtra,nan,nan
2571,Manonmaniam Sundaranar University Constituent College,Kadayanallur,Tamil Nadu,nan,nan
2572,"Manonmaniam Sundaranar University, Tirunelveli",Tirunelveli,Tamil Nadu,nan,80
2573,Mar Athanasios College For Advanced Studies Tiruvalla,Thiruvalla,Kerala,nan,nan
2574,Mar Athanasius College,Kothamangalam,Kerala,nan,nan
2575,"Mar Athanasius College of Engineering, Ernakulam",Ernakulam,Kerala,nan,nan
2576,"Mar Augusthinose College, Kottayam",Kottayam,Kerala,nan,nan
2577,Mar Baselios Christian College of Engineering & Technology,Peermade,Kerala,nan,nan
2578,Mar Baselios College of Engineering and Technology,Thiruvananthapuram,Kerala,nan,nan
2579,Mar Baselios Dental College,Ernakulam,Kerala,nan,nan
2580,Mar Baselios Institute of Technology and Science,Kothamangalam,Kerala,nan,nan
2581,Mar Gregorios College,Chennai,Tamil Nadu,nan,nan
2582,Mar Ivanios College for Advanced Studies,Tiruvalla,Kerala,nan,nan
2583,Mar Ivanios College of Arts and Science,Mavelikara,Kerala,nan,nan
2584,"Mar Ivanios College, Thiruvananthapuram",Thiruvananthapuram,Kerala,nan,nan
2585,"Mar Thoma College For Women, Perumbavoor",Ernakulam,Kerala,nan,nan
2586,"Mar Thoma College, Chungathara",Malappuram,Kerala,nan,nan
2587,"Mar Thoma Institute of Technology, Kollam",KOLLAM,Kerala,nan,nan
2588,Maratha Mandal`s Nathajirao G Halgekar Institute,Belgaum,Karnataka,nan,nan
2589,"Maratha Vidya Prasarak Samajs Arts & Commerce College, Dist. Nashik",Nashik,Maharashtra,nan,nan
2590,Maratha Vidya Prasarak Samak`s Karmaveer Adv. Baburao Ganpatrao Thakare College of Engineering,Nashik,Maharashtra,nan,nan
2591,Marathwada Institute of Technology,Aurangabad,Maharashtra,nan,nan
2592,"Marathwada Legal`s & General Education Society`s, Manikchand Pahade Law College",Aurangabad,Maharashtra,nan,nan
2593,Marathwada Mitra Mandal College of Engineering Pune,Pune,Maharashtra,nan,nan
2594,"Marathwada Mitra Mandal`s College of Architecture, Pune",Pune,Maharashtra,nan,nan
2595,"Marathwada Mitra Mandal`s College of Commerce, Pune",Pune,Maharashtra,nan,nan
2596,Marathwada Mitra Mandal`s Institute of Technology,Pune,Maharashtra,nan,nan
2597,"Marathwada Mitra Mandal`s Shankarrao Chavan Law College, Pune",Pune,Maharashtra,nan,nan
2598,"Marathwada Shikshan Prasarak Mandal`s Shiv Chhatrapati Arts, Science & Commerce College",Aurangabad,Maharashtra,nan,nan
2599,"Marathwada Shikshan Prasarak Mandal`s Swami Vivekanand Arts, Science & Commerce College",Bid,Maharashtra,nan,nan
2600,Margherita College,Tinsukia,Assam,nan,nan
2601,"Marian College, Kuttikanam P.O. Peermade",Kuttikanam,Kerala,nan,nan
2602,Marian Engineering College,Thiruvananthapuram,Kerala,nan,nan
2603,Maris Stella College,Krishna,Andhra Pradesh,nan,nan
2604,Markham College of Commerce,Dist. Hazaribag,Jharkhand,nan,nan
2605,Marri Laxman Reddy Institute of Technology and Management,Hyderabad,Telangana,nan,nan
2606,"Marthoma College of Science and Technology, Chadayamangalam",Ayur,Kerala,nan,nan
2607,"Marudhar Kesari Jain College for Women, Marudhar Nagar",Vellore,Tamil Nadu,nan,nan
2608,Marwadi University,Rajkot,Gujarat,nan,nan
2609,Marwari College,RANCHI,Jharkhand,nan,nan
2610,"Mary Matha Arts & Science College, Wayanad",Wayanad,Kerala,nan,nan
2611,Mary Matha College of Arts & Science,Theni,Tamil Nadu,nan,nan
2612,Master School of Management,Meerut,Uttar Pradesh,nan,nan
2613,Mata Gujari Mahila Mahavidyalaya,Jabalpur,Madhya Pradesh,nan,nan
2614,"Mata Gujri College, Fatehgarh Sahib",Fatehgarh Sahib,Punjab,nan,nan
2615,"Matoshree Shantabai Gote Arts, Commerce & Science College, Washim",Washim,Maharashtra,nan,nan
2616,"Matoshri Education Society`s Matoshri College of Engineering & Research Centre, Nashik",Nashik,Maharashtra,nan,nan
2617,"Matoshri Subhadrabai Patil Arts and Late Pandurangji Thakare Commerce College, Manora",Manora,Maharashtra,nan,nan
2618,Matrusri Enginering College,Hyderabad,Telangana,nan,nan
2619,"Matsyodari Shikshan Sanstha`s College of Engineering and Technology, Jalna",Jalna,Maharashtra,nan,nan
2620,Maulana Abul Kalam Azad University,Nadia,West Bengal,227,nan
2621,Maulana Abul Kalam Azad University of Technology,Nadia,West Bengal,nan,nan
2622,Maulana Azad College of Arts & Science & Commerce,District Aurangabad,Maharashtra,nan,nan
2623,Maulana Azad Institute of Dental Sciences,Delhi,Delhi,4,nan
2624,Maulana Azad Medical College,Delhi,Delhi,nan,nan
2625,Maulana Azad Medical College,nan,nan,23,nan
2626,Maulana Azad Memorial College,Dist. Jammu,Jammu and Kashmir,nan,nan
2627,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,70,nan
2628,"Mauli Group of Institutions, College of Engineering and Technology",Shegaon,Maharashtra,nan,nan
2629,Mayang Anchalik College,Morigaon,Assam,nan,nan
2630,"Maynaguri College, Jalpaiguri",Maynaguri,West Bengal,nan,nan
2631,Md. Sathak College of Arts and Science,Chennai,Tamil Nadu,nan,nan
2632,Medi-Caps University,Indore,Madhya Pradesh,nan,nan
2633,Medical College,nan,nan,43,nan
2634,Medical College,Kolkata,West Bengal,nan,nan
2635,Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,22,nan
2636,Meenakshi College for Women,Chennai,Tamil Nadu,nan,nan
2637,Meenakshi Sundararajan Engineering College,Chennai,Tamil Nadu,nan,nan
2638,"Meerut Institute Of Technology, Meerut",Meerut,Uttar Pradesh,nan,nan
2639,Meerut Institute of Engineering & Technology,Meerut,Uttar Pradesh,nan,nan
2640,Meghnad Saha Institute of Technology,Kolkata,West Bengal,nan,nan
2641,"Mehar Chand Mahajan DAV College, Kangra",Kangra,Himachal Pradesh,nan,nan
2642,Mehr Chand Mahajan D.A.V. College for Women,Chandigarh,Chandigarh,nan,nan
2643,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,129,nan
2644,Mercy College,Palakkad,Kerala,nan,nan
2645,Methodist College of Engineering & Technology,Hyderabad,Telangana,nan,nan
2646,Mewar University,Chittorgarh,Rajasthan,nan,nan
2647,Micheal Madhusudan Datta College,Sabroom,Tripura,nan,nan
2648,Midnapore City College,Midnapore,West Bengal,nan,nan
2649,Midnapore College,Paschim Medinipur,West Bengal,nan,nan
2650,Midnapore Medical College and Hospital,Midnapore,West Bengal,nan,nan
2651,"Milad-E-Sherief Memorial College, Kayamkulam",Alappuzha,Kerala,nan,nan
2652,Milagres College,Udupi,Karnataka,nan,nan
2653,Miraj Mahavidyalaya,Sangli,Maharashtra,nan,nan
2654,Miranda House,Delhi,Delhi,nan,nan
2655,Miriam Degree College,Amalapuram,Andhra Pradesh,nan,nan
2656,Mizoram University,Aizawl,Mizoram,nan,78
2657,Model Engineering College,Cochin,Kerala,nan,nan
2658,Model Institute of Engineering and Technology,Jammu,Jammu and Kashmir,nan,nan
2659,"Model Mahila College, Kharsawan",Saraikela_Kharsawan,Jharkhand,nan,nan
2660,Modern College,Imphal East,Manipur,nan,nan
2661,"Modern College of Arts, Science & Commerce",Pune,Maharashtra,nan,nan
2662,Modern Education Society`s College of Engineering,Pune,Maharashtra,nan,nan
2663,"Mohamed Sathak Engineering College, Kilakarai",Ramanathapuram,Tamil Nadu,nan,nan
2664,Mohan Lal Sukhadia University,Udaipur,Rajasthan,nan,nan
2665,Mohanrao Patangrao Patil Mahavidyalaya,Dist. Sangli,Maharashtra,nan,nan
2666,Montessori Mahila Kalasala,Vijayawda,Andhra Pradesh,nan,nan
2667,"Moradabad Educational Trust, Group of Institutions, Faculty of B. Architecture",Moradabad,Uttar Pradesh,nan,nan
2668,Moradabad Institute of Technology,Moradabad,Uttar Pradesh,nan,nan
2669,Moreh College,Moreh,Manipur,nan,nan
2670,Morigaon College,Morigaon,Assam,nan,nan
2671,Morning Star Home Science College,Ernakulam,Kerala,nan,nan
2672,Mother Theresa Institute of Engineering and Technology,Palamaner,Andhra Pradesh,nan,nan
2673,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,47,nan
2674,Mount Carmel College (Autonomous),Bengaluru,Karnataka,nan,nan
2675,Mount Zion College of Engineering and Technology,Pudukkottai,Tamil Nadu,nan,nan
2676,Mudhoji College,Phaltan,Maharashtra,nan,nan
2677,Muffakham Jah College of Engineering and Technology,Hyderabad,Telangana,nan,nan
2678,Mugberia Gangadhar Mahavidyalaya,Purba Medinipur,West Bengal,nan,nan
2679,"Mula Education Society?s Arts, Commerce and Science College, Sonai",Sonai,Maharashtra,nan,nan
2680,"Mula Education Societys Shri Dnyaneshwar Mahavidyalaya,Arts,Commerce & Science College, Ahmednagar",Ahmadnagar,Maharashtra,nan,nan
2681,"Multani Mal Modi College, Patiala",Patiala,Punjab,nan,nan
2682,Mumbai University,Mumbai,Maharashtra,nan,45
2683,Municipal P.G Degree College Mussoorie,Dehradun,Uttarakhand,nan,nan
2684,Murgaon Education Society`s College of Arts and Commerce,South Goa,Goa,nan,nan
2685,Muthayammal College of Arts & Science,Namakkal,Tamil Nadu,nan,nan
2686,Muthayammal Engineering College,Namakkal,Tamil Nadu,nan,nan
2687,Muthoot Institute of Technolo,Puthencruz,Kerala,283,nan
2688,Muthoot Institute of Technology and Science,Puthencruz,Kerala,nan,nan
2689,Muthurangam Government Arts College,,Tamil Nadu,nan,nan
2690,Mysore Makkala Koota and Sri Dharmasthala Manjunatheswara College for Women,Mysuru,Karnataka,nan,nan
2691,Mysore University,Mysuru,Karnataka,nan,33
2692,N. B. K. R. Institute of Science & Technology,Vidyanagar,Andhra Pradesh,nan,nan
2693,N. B. M. Law College,Visakhapatnam,Andhra Pradesh,nan,nan
2694,N. E. F. Law College,Kamrup,Assam,nan,nan
2695,N. G. M. College,Pollachi,Tamil Nadu,nan,nan
2696,N. P. R. Arts & Science College,Dindigul,Tamil Nadu,nan,nan
2697,N. S. Patel Arts College,Anand,Gujarat,nan,nan
2698,"N.B.G.S.M.College, SOHNA",Gurgaon,Haryana,nan,nan
2699,"N.B.K.R Science & Arts College, Vidyanagar",Vidyanagar,Andhra Pradesh,nan,nan
2700,"N.D.M.V.P.Samajs Arts,Science & Commerce College, Deolali Camp, Dist.Nashik",NASHIK,Maharashtra,nan,nan
2701,"N.D.M.V.P.Samajs College of Architecture, Nashik",NASHIK,Maharashtra,nan,nan
2702,"N.D.M.V.P.Samajs Karmaveer Kakasaheb Wagh Arts, Science & Commerce College",Nashik,Maharashtra,nan,nan
2703,N.M.S.S.V.N.College,Madurai,Tamil Nadu,nan,nan
2704,"N.P.R. College of Engineering and Technology, Natham Village, Dindigul",Dindigul,Tamil Nadu,nan,nan
2705,"N.S.P.R. Government Degree College for Women, Hindupur",Hindupur,Andhra Pradesh,nan,nan
2706,"N.S.S College, Rajakumari, Kulapparachal",Idukki,Kerala,nan,nan
2707,NG College,Imphal West,Manipur,nan,nan
2708,NIE Institute of Technology,Mysuru,Karnataka,nan,nan
2709,"NIMS University, Jaipur",Jaipur,Rajasthan,nan,nan
2710,NIMT Technical and Professional College,Jaipur,Rajasthan,nan,nan
2711,NIMT Vidhi Evam Kanoon Sansthan,Greater Noida,Uttar Pradesh,nan,nan
2712,NITRA Technical Campus,Ghaziabad,Uttar Pradesh,nan,nan
2713,NITTE,Mangaluru,Karnataka,nan,75
2714,NKR Government Arts College for Women,Namakkal,Tamil Nadu,nan,nan
2715,NMAM Institute of Technology,"Nitte, Udupi",Karnataka,175,nan
2716,NMKRV College For Women,Bengaluru,Karnataka,nan,nan
2717,"NOORUL ISLAM COLLEGE OF DENTAL SCIENCES, NEYYATTINKARA",Neyyattinkara,Kerala,nan,nan
2718,NRI - Institute of Research & Technology,Bhopal,Madhya Pradesh,nan,nan
2719,NRI Institute of Information Science and Technology,Bhopal,Madhya Pradesh,nan,nan
2720,NRI Institute of Technology,Vijayawada,Andhra Pradesh,nan,nan
2721,NSHM College of Management and Technology,Kolkata,West Bengal,nan,nan
2722,NSHM Knowledge Campus Durgapur Group of Institutions,Barddhaman,West Bengal,nan,nan
2723,NSS College,Pathanamthitta,Kerala,nan,nan
2724,NSS College Manjeri,Malappuram,Kerala,nan,nan
2725,NSS College of Engineering,Palakkad,Kerala,nan,nan
2726,"NSS College, Nenmara",Palakkad,Kerala,nan,nan
2727,"NSS College, Nilamel",Kollam,Kerala,nan,nan
2728,"NSS College, Ottappalam",Palakkad,Kerala,nan,nan
2729,"NTR Government Degree College, Valmikipuram Rural",Valmikipuram,Andhra Pradesh,nan,nan
2730,"NV Patel College of Pure and Applied Sciences, Vallabh Vidyanagar",Vallabh Vidyanagar,Gujarat,nan,nan
2731,Nabadwip Vidyasagar College,Nadia,West Bengal,nan,nan
2732,Nabagram Hiralal Paul College,Konnagar,West Bengal,nan,nan
2733,"Nabira College, Katol",KATOL,Maharashtra,nan,nan
2734,"Nachikata College of Computer Science Technology, Jabalpur",Jabalpur,Madhya Pradesh,nan,nan
2735,Nadar Mahajana Sangam Sermathai Vasan College for Women,Madurai,Tamil Nadu,nan,nan
2736,"Nadar Saraswathi College of Arts and Science, Theni",Theni,Tamil Nadu,nan,nan
2737,Nadar Saraswathi College of Engineering & Technology,Theni,Tamil Nadu,nan,nan
2738,Nagaon G.N.D.G. Commerce College,Nagaon,Assam,nan,nan
2739,Nagar College,Murshidabad,West Bengal,nan,nan
2740,"Nagarik Shikshan Santhas College of Commerce, Mumbai",MUMBAI,Maharashtra,nan,nan
2741,"Nagarjuna College of Engineering & Technology, Bangalore",Bengaluru,Karnataka,nan,nan
2742,Nagarjuna Government College,Nalgonda,Telangana,nan,nan
2743,"Nagesh Karajagi Orchid College of Engineering and Technology, Solapur.",Solapur,Maharashtra,nan,nan
2744,"Nagindas Khandwala College of Commerce Arts & Management Studies and Shantaben Nagindas Khandwala College of Science, West Mumbai",Mumbai,Maharashtra,nan,nan
2745,Nagpur Institute of Technology,Nagpur,Maharashtra,nan,nan
2746,Naipunya Institute of Management and Information Technology,Thrissur,Kerala,nan,nan
2747,Nair Hospital Dental College,Mumbai,Maharashtra,17,nan
2748,Nalanda Institute of Technology Bhubaneswar,BHUBANESWAR,Odisha,nan,nan
2749,Nalla Malla Reddy Engineering College,Hyderabad,Telangana,nan,nan
2750,Nalla Narasimha Reddy Education Society`s Group of Institutions,Hyderabad,Telangana,nan,nan
2751,Nalsar University of Law,Hyderabad,Telangana,4,nan
2752,Nambol L. Sanoi College,Bishnupur,Manipur,nan,nan
2753,"Namchi Government College, Kamrang",South District,Sikkim,nan,nan
2754,Namrup College,Dibrugarh,Assam,nan,nan
2755,"Nanasaheb Mahadik College of Engineering, Peth",Sangli,Maharashtra,nan,nan
2756,Nandalal Borghoain City College,Dibrugarh,Assam,nan,nan
2757,Nandha Arts and Science College,Erode,Tamil Nadu,nan,nan
2758,Nandha College of Technology,Erode,Tamil Nadu,nan,nan
2759,Nandha Engineering College,Erode,Tamil Nadu,nan,nan
2760,"Nanjil Catholic College of Arts and Science, Kaliyakkavilai",Kanniyakumari,Tamil Nadu,nan,nan
2761,Narasaraopeta Engin,Narasaraopet,Andhra Pradesh,284,nan
2762,Narasaraopeta Engineering College,Narasaraopet,Andhra Pradesh,nan,nan
2763,Narasaraopeta Institute of Technology,Narasaraopet,Andhra Pradesh,nan,nan
2764,Narasinha Dutt College,Howrah,West Bengal,nan,nan
2765,Narasu?s Sarathy Institute of Technology,Salem,Tamil Nadu,nan,nan
2766,Narayana Engineering College,Gudur,Andhra Pradesh,nan,nan
2767,Narayana Engineering College,Nellore,Andhra Pradesh,nan,nan
2768,"Narayana Medical College, Nellore",Sri Potti Sriramulu Nellore,Andhra Pradesh,nan,nan
2769,Narmada College of Science & Commerce,Bharuch,Gujarat,nan,nan
2770,Narsimhareddy Engineering College,Secunderabad,Telangana,nan,nan
2771,Narula Institute,Kolkata,West Bengal,228,nan
2772,Narula Institute of Technology,Kolkata,West Bengal,nan,nan
2773,"National Centre for Rural Developments Sterling College of Arts Science & Commerce, Navi Mumbai","Nerul (E), Navi Mumbai",Maharashtra,nan,nan
2774,National College,Tiruchirappalli,Tamil Nadu,nan,nan
2775,"National College, Bangalore (Autonomous)",Bangalore,Karnataka,nan,nan
2776,National Engineering College,Kovilpatti,Tamil Nadu,169,nan
2777,National Fire Service College,Nagpur,Maharashtra,nan,nan
2778,"National Institute of Advanced Manufacturing Technology, Ranchi",Ranchi,Jharkhand,150,nan
2779,"National Institute of Ayurveda, Jaipur",Jaipur,Rajasthan,nan,nan
2780,"National Institute of Fashion Technology, Kannur",Kannur,Kerala,nan,nan
2781,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,127,nan
2782,"National Institute of Food Technology, Entrepreneurship and Management - Thanjavur (NIFTEM - Thanjavur)",Thanjavur,Tamil Nadu,86,nan
2783,"National Institute of Industrial Engineering, Mumbai",nan,nan,9,nan
2784,"National Institute of Mental Health & Neuro Sciences, Bangalore",Bangalore,Karnataka,42,nan
2785,"National Institute of Mental Health & Neuro Sciences, Bangalore",nan,nan,4,nan
2786,"National Institute of Mental Health & Neuro Sciences, Bangalore ",Bangalore,Karnataka,nan,nan
2787,National Institute of Science & Technology,Berhampur,Odisha,nan,nan
2788,National Institute of Techn,Dimapur,Nagaland,229,nan
2789,National Institute of Technology ,Tadepalligudem,Andhra Pradesh,285,nan
2790,National Institute of Technology Agartala,Agratala,Tripura,80,nan
2791,National Institute of Technology Arunachal Pradesh,Itanagar,Arunachal Pradesh,171,nan
2792,National Institute of Technology Delhi,Delhi,Delhi,194,nan
2793,National Institute of Technology Durgapur,Durgapur,West Bengal,34,nan
2794,National Institute of Technology Goa,Ponda,Goa,88,nan
