,Unnamed: 0,name,city,state,nirf_rank,ranked,rank,nirfRank
1062,2374,Gokhale Education Societys Shri Bhausaheb Vartak Arts Science and Commerce College,Mumbai-,Maharashtra,,,,
1063,442,Gokula Krishna College of Engineering,Sullurupeta,Andhra Pradesh,,,,
1064,2375,Gonzaga College of Arts & Science for women,Krishnagiri,Tamil Nadu,,,,
1065,2376,"Gopikabai Sitaram Gawande College, Umarkhed",Umarkhed,Maharashtra,,,,
1066,2377,"Gopinath Singh Mahila College,Garhwa",Garhwa,Jharkhand,,,,
1067,2378,Goswami Ganesh Dutta S.D. College,Chandigarh,Chandigarh,,,,
1068,443,Gouthami Institute of Technology & Management for Women,Proddatur,Andhra Pradesh,,,,
1069,2381,Government Arts & Commerce College Jadar,Sabar Kantha,Gujarat,,,,
1070,2382,"Government Arts & Science College, Armoor (5010)",Nizamabad,Telangana,,,,
1071,2383,"Government Arts & Science College, Kozhinjampara",Palakkad,Kerala,,,,
1072,2385,Government Arts And Commerce College,Sabarkantha,Gujarat,,,,
1073,2399,Government Arts College,Ranavav,Gujarat,,,,
1074,2404,Government Arts College Thiruvannamalai,Thiruvannamalai,Tamil Nadu,,,,
1075,2400,Government Arts College for Men,Krishnagiri,Tamil Nadu,,,,
1076,2401,Government Arts College for Women,Salem,Tamil Nadu,,,,
1077,2403,"Government Arts College for Women, Sivaganga",Sivagangai,Tamil Nadu,,,,
1078,2405,"Government Arts College, Ariyalur",Ariyalur,Tamil Nadu,,,,
1079,2406,"Government Arts College, Chitradurga",Chitradurga,Karnataka,,,,
1080,2407,"Government Arts College, Hassan",Hassan,Karnataka,,,,
1081,2408,"Government Arts College, Karur",Karur,Tamil Nadu,,,,
1082,2409,"Government Arts College, Kumbakonam",Kumbakonam,Tamil Nadu,,,,
1083,2410,"Government Arts College, Maninagar",Ahmedabad,Gujarat,,,,
1084,2411,"Government Arts College, Thiruvananthapuram",Thiruvananthapuram,Kerala,,,,
1085,2412,"Government Arts College, Tiruppur",Udumalpet,Tamil Nadu,,,,
1086,2413,"Government Arts Commerce College, Keolari, Seoni",keolari,Madhya Pradesh,,,,
1087,2384,Government Arts and Commerce College,Jafrabad,Gujarat,,,,
1088,2386,"Government Arts and Science College for Women , Barugur",Barugur,Tamil Nadu,,,,
1089,2387,"Government Arts and Science College, Hosur",Krishnagiri,Tamil Nadu,,,,
1090,2388,"Government Arts and Science College, Kangeyam",Tiruppur,Tamil Nadu,,,,
1091,2389,"Government Arts and Science College, Komarapalayam",Namakkal,Tamil Nadu,,,,
1092,2390,"Government Arts and Science College, Kovilpatti",kovilpatti,Tamil Nadu,,,,
1093,2414,"Government Autonmous Science College, Civil Lines, Jabalpur",Jabalpur,Madhya Pradesh,,,,
1094,2415,"Government Autonomous M.K.B. Arts & Commerce College for Women, Jabalpur",Jabalpur,Madhya Pradesh,,,,
1095,2416,Government Brennen College,Kannur,Kerala,,,,
1096,2417,Government Chatrsal College Pichore,PICHHORE,Madhya Pradesh,,,,
1097,2418,Government City College,Hyderabad,Telangana,,,,
1098,2419,Government College,DURG,Chhattisgarh,,,,
1099,2422,Government College Alampur,alampur,Madhya Pradesh,,,,
1100,2423,Government College Aroon,Aron,Madhya Pradesh,,,,
1101,2424,Government College Baldwara (Mandi),Baldwara,Himachal Pradesh,,,,
1102,2434,Government College Hamirpur,Hamirpur,Himachal Pradesh,,,,
1103,2435,Government College Karera,Karera,Madhya Pradesh,,,,
1104,2436,"Government College Kasaragod, Vidya Nagar",Kasaragod,Kerala,,,,
1105,2437,Government College Kolaras,kolaras,Madhya Pradesh,,,,
1106,2438,Government College Mahgoan,Bhind,Madhya Pradesh,,,,
1107,2439,Government College Muganwali,MUNGAOLI,Madhya Pradesh,,,,
1108,2446,Government College Ropar,Rupnagar,Punjab,,,,
1109,2447,Government College Vijaypur,Sheopur,Madhya Pradesh,,,,
1110,2425,Government College for Men,Kurnool,Andhra Pradesh,,,,
1111,2426,"Government College for Men, Kadapa",Kadapa,Andhra Pradesh,,,,
1112,2427,Government College for Women,"Gandhi Nagar, Dist. Jammu",Jammu and Kashmir,,,,
1113,2428,Government College for Women (Autonomous),Srikakulam,Andhra Pradesh,,,,
1114,2429,Government College for Women Nawakadal,"Nawakadal, Dist. Srinagar",Jammu and Kashmir,,,,
1115,2430,"Government College for Women, Kumbakonam",KUMBAKONAM - 612 001,Tamil Nadu,,,,
1116,2431,"Government College for Women, Parade Ground , Jammu",Jammu & Kashmir,Jammu and Kashmir,,,,
1117,2432,"Government College for Women, Thiruvananthapuram",Thiruvananthapuram,Kerala,,,,
1118,2433,"Government College for Women, Udhampur",Udhampur,Jammu and Kashmir,,,,
1119,2440,Government College of Arts & Commerce Virnoda Pernem,Pernem,Goa,,,,
1120,2441,Government College of Arts & Science,Aurangabad,Maharashtra,,,,
1121,2442,Government College of Arts Science & Commerce Sanquelim,Sankhali,Goa,,,,
1122,2443,"Government College of Arts Science & Commerce, Khandola",Marcela,Goa,,,,
1123,2444,"Government College of Arts Science & Commerce, Quepem",South Goa,Goa,,,,
1124,2445,"Government College of Commerce and Economics, Borda",Margao,Goa,,,,
1125,446,Government College of Engineering,Theni,Tamil Nadu,,,,
1126,451,Government College of Engineering & Ceramic Technology,Kolkata,West Bengal,,,,
1127,452,Government College of Engineering & Leather Technology,Kolkata,West Bengal,,,,
1128,453,Government College of Engineering & Technology,Jammu,Jammu and Kashmir,,,,
1129,454,Government College of Engineering (Academic Autonomous),Aurangabad,Maharashtra,,,,
1130,455,Government College of Engineering and Research,Avasari (Khurd),Maharashtra,,,,
1131,456,"Government College of Engineering, Amravati",Amravati,Maharashtra,,,,
1132,457,"Government College of Engineering, Jalgaon",Jalgaon,Maharashtra,,,,
1133,458,Government College of Technology,Coimbatore,Tamil Nadu,,,,
1134,2449,"Government College, Attingal",Thiruvananthapuram,Kerala,,,,
1135,2450,"Government College, Barwala",Barwala,Haryana,,,,
1136,2451,"Government College, Ellenabad",Sirsa,Haryana,,,,
1137,2452,"Government College, Gharaunda",Gharaunda,Haryana,,,,
1138,2379,"Government College, Hisar",HISAR,Haryana,,,,
1139,2453,"Government College, Indergarh, Datia",M.P,Madhya Pradesh,,,,
1140,2454,"Government College, Ishagarh",ISHAGARH,Madhya Pradesh,,,,
1141,2455,"Government College, Jind",Jind,Haryana,,,,
1142,2456,"Government College, Kalka",Panchkula,Haryana,,,,
1143,2457,"Government College, Kurwai, Vidisha",KURWAI,Madhya Pradesh,,,,
1144,2458,"Government College, Lateri",Lateri,Madhya Pradesh,,,,
1145,2459,"Government College, Mandi Dabwali",Dabwali,Haryana,,,,
1146,2380,"Government College, Nalwa",Hisar,Haryana,,,,
1147,2460,"Government College, Narnaul",Narnaul,Haryana,,,,
1148,2461,"Government College, Narshingarh, Rajgarh",Narsinghgarh,Madhya Pradesh,,,,
1149,2462,"Government College, Nattakom, Kottayam",Kottayam,Kerala,,,,
1150,2463,"Government College, Nedumangad",Thiruvananthapuram,Kerala,,,,
1151,2448,"Government College, Panchkula",Panchkula,Haryana,,,,
1152,2464,"Government College, Phoop",Phoop,Madhya Pradesh,,,,
1153,2465,"Government College, Shamshabad, Vidisha",Shamshabad,Madhya Pradesh,,,,
1154,2466,"Government College,Rourkela",Sundargarh,Odisha,,,,
1155,2467,Government D. B. P.G. Girls College kalibadi Chowk,Raipur,Chhattisgarh,,,,
1156,2468,Government D. S. V. Sanskrit College,Raipur,Chhattisgarh,,,,
1157,2499,Government Degree College,Warangal (Rural),Telangana,,,,
1158,2502,Government Degree College (Autonomous),Siddipet,Telangana,,,,
1159,2503,Government Degree College (Patancheru),Patancheru,Telangana,,,,
1160,2504,Government Degree College (Sadasivpet),Sadasivpet,Telangana,,,,
1161,2505,Government Degree College (Zaheerabad),Zaheerabad,Telangana,,,,
1162,2506,"Government Degree College , Atmakur",Mahbubnagar,Telangana,,,,
1163,2507,Government Degree College Agraharam,Vemulawada,Telangana,,,,
1164,2508,"Government Degree College Chachora, Beenagang",CHACHODA ROAD BINAGANJ,Madhya Pradesh,,,,
1165,2524,Government Degree College Lamgara,Lamgara,Uttarakhand,,,,
1166,2525,Government Degree College Masi,ALMORA,Uttarakhand,,,,
1167,2526,Government Degree College Narasanna Peta,Srikakulam,Andhra Pradesh,,,,
1168,2527,Government Degree College Pakala -Rural Co-Ed.,Chittoor,Andhra Pradesh,,,,
1169,2528,Government Degree College Porsa,MORENA,Madhya Pradesh,,,,
1170,2529,"Government Degree College Pulwama, Kashmir",Pulwama,Jammu and Kashmir,,,,
1171,2530,Government Degree College Radhogarh,Raghogarh,Madhya Pradesh,,,,
1172,2531,Government Degree College Ravulapalem,Ravulapalem,Andhra Pradesh,,,,
1173,2532,Government Degree College Sathyavedu Rural Co-Ed.,Satyavedu,Andhra Pradesh,,,,
1174,2533,Government Degree College Srisailam Project,Kurnool,Andhra Pradesh,,,,
1175,2534,Government Degree College Surankote,Surankote,Jammu and Kashmir,,,,
1176,2536,Government Degree College Thannamandi,Rajouri,Jammu and Kashmir,,,,
1177,2510,Government Degree College for Men,Adilabad,Telangana,,,,
1178,2511,"Government Degree College for Men (Autonomous), Anantapur",Anantapur,Andhra Pradesh,,,,
1179,2512,Government Degree College for Women,Wanaparthy,Telangana,,,,
1180,2514,Government Degree College for Women (Begumpet),Hyderabad,Telangana,,,,
1181,2515,Government Degree College for Women (Hussainialam),Hyderabad,Telangana,,,,
1182,2516,Government Degree College for Women (Sangareddy),Sangareddy,Telangana,,,,
1183,2517,Government Degree College for Women (Siddipet),Siddipet,Telangana,,,,
1184,2519,"Government Degree College for Women, Adilabad",Adilabad,Telangana,,,,
1185,2520,"Government Degree College for Women, Guntur",Guntur,Andhra Pradesh,,,,
1186,2521,"Government Degree College for Women, Jagtial",Jagtial,Telangana,,,,
1187,2522,"Government Degree College for Women, Karimnagar",Karimnagar,Telangana,,,,
1188,2523,"Government Degree College for Women, Madanapalle Urban",Madanapalle,Andhra Pradesh,,,,
1189,2518,Government Degree College for women Sri kalahasthi Urban,Chittoor,Andhra Pradesh,,,,
1190,2537,"Government Degree College, Alir",Yadadri Bhuvanagiri,Telangana,,,,
1191,2538,"Government Degree College, Amarpur",Amarpur,Tripura,,,,
1192,2539,"Government Degree College, Amarwara",Amarwara,Madhya Pradesh,,,,
1193,2540,"Government Degree College, Avangadda",Avanigadda,Andhra Pradesh,,,,
1194,2541,"Government Degree College, Banbasa",Champawat,Uttarakhand,,,,
1195,2542,"Government Degree College, Banganapalli",Banaganapalle,Andhra Pradesh,,,,
1196,2543,"Government Degree College, Bantumilli",Bantumilli,Andhra Pradesh,,,,
1197,2544,"Government Degree College, Bellampally",Bellampally,Telangana,,,,
1198,2545,"Government Degree College, Bhua Bichhiya, Mandla",BHUABICHHIYA,Madhya Pradesh,,,,
1199,2546,"Government Degree College, Bhupalpally",Bhoopalpalli,Telangana,,,,
1200,2547,"Government Degree College, Bichhua",Chhindwara,Madhya Pradesh,,,,
1201,2548,"Government Degree College, Bodhan (5007)",Bodhan,Telangana,,,,
1202,2549,"Government Degree College, Chebrole",Chebrole,Andhra Pradesh,,,,
1203,2550,"Government Degree College, Cheepurupalli",Vizianagaram,Andhra Pradesh,,,,
1204,2551,"Government Degree College, Chintapalli",Visakhapatnam,Andhra Pradesh,,,,
1205,2552,"Government Degree College, Chinyalisaur",chinyalisaur,Uttarakhand,,,,
1206,2553,"Government Degree College, Cumbum",Cumbum,Andhra Pradesh,,,,
1207,2554,"Government Degree College, Devidhura",Champawat,Uttarakhand,,,,
1208,2555,"Government Degree College, Dharmanagar",Dharmanagar,Tripura,,,,
1209,2556,"Government Degree College, Dharpally",Nizamabad,Telangana,,,,
1210,2557,"Government Degree College, Eluru",Eluru,Andhra Pradesh,,,,
1211,2558,"Government Degree College, Eturu Nagaram",Warangal (Rural),Telangana,,,,
1212,2559,"Government Degree College, Ganai Gangoli",Pithoragarh,Uttarakhand,,,,
1213,2560,"Government Degree College, Garla",Mahabubabad,Telangana,,,,
1214,2561,"Government Degree College, Godhavarikhani",Karimnagar,Telangana,,,,
1215,2562,"Government Degree College, Jaggampeta",Jaggampeta,Andhra Pradesh,,,,
1216,2563,"Government Degree College, Jammalamadugu",Jammalamadugu,Andhra Pradesh,,,,
1217,2564,"Government Degree College, Kamalpur",Kamalpur,Tripura,,,,
1218,2565,"Government Degree College, Kanchanpur",Kanchanpur,Tripura,,,,
1219,2567,"Government Degree College, Khumlwng",Khumulwng,Tripura,,,,
1220,2568,"Government Degree College, Kommavarapukota",Kamavarapukota,Andhra Pradesh,,,,
1221,2569,"Government Degree College, Kotabag",Tahsil - Kaladungi,Uttarakhand,,,,
1222,2570,"Government Degree College, Kuppam Rural Co-Ed.",Chittoor,Andhra Pradesh,,,,
1223,2571,"Government Degree College, Laksar, Haridwar","Laksar, Haridwar",Uttarakhand,,,,
1224,2572,"Government Degree College, Lambgaon",Tehri Garhwal,Uttarakhand,,,,
1225,2573,"Government Degree College, Longtarai Valley",Chailengta,Tripura,,,,
1226,2574,"Government Degree College, Luxettipet",Luxettipet,Telangana,,,,
1227,2575,"Government Degree College, Madhira",Madhira,Telangana,,,,
1228,2576,"Government Degree College, Mahanpur",Kathua,Jammu and Kashmir,,,,
1229,2577,"Government Degree College, Majra Mahadev",MAJRA MAHADEV,Uttarakhand,,,,
1230,2578,"Government Degree College, Malkajgiri",Hyderabad,Telangana,,,,
1231,2579,"Government Degree College, Mancherial",Adilabad,Telangana,,,,
1232,2580,"Government Degree College, Manglore",MANGLORE,Uttarakhand,,,,
1233,2581,"Government Degree College, Manthani",Manthani,Telangana,,,,
1234,2582,"Government Degree College, Margubpur (Roorkee)",Roorkee (Haridwar),Uttarakhand,,,,
1235,2583,"Government Degree College, Naidupeta",Sri Potti Sriramulu Nellore,Andhra Pradesh,,,,
1236,2584,"Government Degree College, Nandikotkur",Kurnool,Andhra Pradesh,,,,
1237,2585,"Government Degree College, Nowshera",Nowshera,Jammu and Kashmir,,,,
1238,2586,"Government Degree College, Paloncha",Khammam,Telangana,,,,
1239,2587,"Government Degree College, Pathapatnam",Srikakulam,Andhra Pradesh,,,,
1240,2588,"Government Degree College, Peddapalli",Peddapalli,Telangana,,,,
1241,2589,"Government Degree College, Pithapuram",Pithapuram,Andhra Pradesh,,,,
1242,2590,"Government Degree College, Pokhra",Pauri Garhwal,Uttarakhand,,,,
1243,2591,"Government Degree College, Purola",PUROLA,Uttarakhand,,,,
1244,2592,"Government Degree College, Rajam",Sikakulam,Andhra Pradesh,,,,
1245,2593,"Government Degree College, Rikhnikhal",Rikhnikhal,Uttarakhand,,,,
1246,2594,"Government Degree College, S. Kota",Srungavarapu Kota,Andhra Pradesh,,,,
1247,2595,"Government Degree College, Sabbavaram",Sabbavaram,Andhra Pradesh,,,,
1248,2596,"Government Degree College, Salur",Vizianagaram,Andhra Pradesh,,,,
1249,2597,"Government Degree College, Satpuli",Satpuli,Uttarakhand,,,,
1250,2598,"Government Degree College, Seethanagaram",Seethanagaram,Andhra Pradesh,,,,
1251,2599,"Government Degree College, Sitarganj",SITARGANJ,Uttarakhand,,,,
1252,2600,"Government Degree College, Teliamura",Teliamura,Tripura,,,,
1253,2601,"Government Degree College, Thalisain",Pauri,Uttarakhand,,,,
1254,2602,"Government Degree College, Thatyud",Thatyud,Uttarakhand,,,,
1255,2603,"Government Degree College, Thorrur",Thorrur,Telangana,,,,
1256,2604,"Government Degree College, Tiruvuru",Krishna,Andhra Pradesh,,,,
1257,2605,"Government Degree College, Tuni",Tuni,Andhra Pradesh,,,,
1258,2606,"Government Degree College, Tyuni (Dehradun)",Dehradun,Uttarakhand,,,,
1259,2607,"Government Degree College, Udayagiri",Udayagiri,Andhra Pradesh,,,,
1260,2608,"Government Degree College, V-Madugula",Visakhapatnam,Andhra Pradesh,,,,
1261,2609,"Government Degree College, Wardhannapet",Wardhannapet,Telangana,,,,
1262,2610,"Government Degree College, Yerragondapalem",Yerragondapalem,Andhra Pradesh,,,,
1263,2566,"Government Degree College, kanda",Kanda,Uttarakhand,,,,
1264,2611,"Government Degree College,Nainbagh",NAINBAGH,Uttarakhand,,,,
1265,2612,"Government Degree Collge, Gandacharra",Dhalai,Tripura,,,,
1266,2613,"Government Degree Collge, Santirbazer",Santirbazar,Tripura,,,,
1267,2614,"Government Degree Degree College, Hyderabad",Hyderabad,Telangana,,,,
1268,4687,Government Dental College,Ahmedabad,Gujarat,,,,36.0
1269,4222,"Government Dental College, Bangalore",Bangalore,Karnataka,,,,
1270,2615,Government Dr. Bhagwat Sahay College,GWALIOR,Madhya Pradesh,,,,
1271,2616,Government Dr. Waman Vasudev Patankar Girls College,Durg,Chhattisgarh,,,,
1272,4904,Government Engineering Col,Thrissur,Kerala,,,,213.0
1273,461,Government Engineering College,Palanpur,Gujarat,,,,
1274,465,Government Engineering College Bilaspur,Bilaspur,Chhattisgarh,,,,
1275,466,Government Engineering College Raipur,Raipur,Chhattisgarh,,,,
1276,467,"Government Engineering College, Ballarpur Road",Chandrapur,Maharashtra,,,,
1277,468,"Government Engineering College, Hassan",Hassan,Karnataka,,,,
1278,469,"Government Engineering College, Jagdalpur",Jagdalpur,Chhattisgarh,,,,
1279,470,"Government Engineering College, Jhalawar",Jhalawar,Rajasthan,,,,
1280,471,"Government Engineering College, Kozhikode",Kozhikode,Kerala,,,,
1281,472,"Government Engineering College, Modasa",Modasa,Gujarat,,,,
1282,473,"Government Engineering College, Ramanagara",RAMANAGARA,Karnataka,,,,
1283,474,"Government Engineering College, Thrissur",Thrissur,Kerala,,,,
1284,475,"Government Engineering College, Valsad",Valsad,Gujarat,,,,
1285,2617,"Government FGC, Hoskote, Bangalore",Bangalore Rural,Karnataka,,,,
1286,2618,"Government First Grade BA, B.Com & BBA College, Raibag",Raibag,Karnataka,,,,
1287,2621,Government First Grade College,Dakshina Kannada,Karnataka,,,,
1288,2624,"Government First Grade College & PG Center, Chintaman",Chintamani,Karnataka,,,,
1289,2627,Government First Grade College Gundlupet,Gundlupet,Karnataka,,,,
1290,2628,Government First Grade College Kalgi,Kalagi,Karnataka,,,,
1291,2629,Government First Grade College Zalaki,Zalaki,Karnataka,,,,
1292,2625,"Government First Grade College for Women, Haveri",Haveri,Karnataka,,,,
1293,2626,"Government First Grade College for Women, K.R Pet",K R Pet,Karnataka,,,,
1294,2630,"Government First Grade College, Arakalagud",Hassan,Karnataka,,,,
1295,2631,"Government First Grade College, Athani",Athani,Karnataka,,,,
1296,2632,"Government First Grade College, Ayanur",Shimoga,Karnataka,,,,
1297,2633,"Government First Grade College, Banavara",Hassan,Karnataka,,,,
1298,2634,"Government First Grade College, Bangarpet",KOLAR,Karnataka,,,,
1299,2635,"Government First Grade College, Baramasagara",Bharamasagara,Karnataka,,,,
1300,2636,"Government First Grade College, Bilikere",Mysore,Karnataka,,,,
1301,2637,"Government First Grade College, Chikkaballapur Dist.",Gauribidanur,Karnataka,,,,
1302,2638,"Government First Grade College, Chikkabasur",Haveri,Karnataka,,,,
1303,2639,"Government First Grade College, H.D.Kote",Mysore,Karnataka,,,,
1304,2640,"Government First Grade College, Honnali",Davanagere,Karnataka,,,,
1305,2641,"Government First Grade College, Hosadurga",Hosadurga,Karnataka,,,,
1306,2642,"Government First Grade College, Hunagund",Bagalkot,Karnataka,,,,
1307,2643,"Government First Grade College, Javagal",Arsikere Tq.,Karnataka,,,,
1308,2644,"Government First Grade College, Jayanagar",Bangalore,Karnataka,,,,
1309,2645,"Government First Grade College, K R S, S.R Patna",K.R.Sagara,Karnataka,,,,
1310,2646,"Government First Grade College, K.R. Puram, Bangalore",Bengaluru,Karnataka,,,,
1311,2647,"Government First Grade College, Kalasa","Kalasa ,Mudigere Taluk",Karnataka,,,,
1312,2648,"Government First Grade College, Kokatanoor",Kokatanoor,Karnataka,,,,
1313,2649,"Government First Grade College, Koteshwara",Kundapura,Karnataka,,,,
1314,2650,"Government First Grade College, Kundgol.",Kundgol,Karnataka,,,,
1315,2651,"Government First Grade College, Kunigal",Kunigal,Karnataka,,,,
1316,2652,"Government First Grade College, Muddebihal",Bijapur,Karnataka,,,,
1317,2653,"Government First Grade College, Nanjangud",Mysore,Karnataka,,,,
1318,2654,"Government First Grade College, Nyamati",Davanagere,Karnataka,,,,
1319,2655,"Government First Grade College, Parushurampura",Chitradurga,Karnataka,,,,
1320,2656,"Government First Grade College, Sakleshpura",Hassan,Karnataka,,,,
1321,2657,"Government First Grade College, Savalgi",Bagalkot,Karnataka,,,,
1322,2658,"Government First Grade College, Shiralakoppa",Shimoga,Karnataka,,,,
1323,2659,"Government First Grade College, T. Narasipura",Mysore,Karnataka,,,,
