,name,city,state,nirf_rank,ranked,rank,nirfRank
4227,HAZARIBAG COLLEGE OF DENTAL SCIENCES & HOSPITAL,Hazaribag,Jharkhand,,nan,nan,nan
4228,Himachal Institute of Dental Sciences,Sirmour,Himachal Pradesh,,nan,nan,nan
4229,"I.T.S. DENTAL COLLEGE HOSPITAL & RESEARCH CENTER, GREATAR NOIDA",Greater Noida,Uttar Pradesh,,nan,nan,nan
4230,Indira Gandhi Institute of Dental Sciences,Ernakulam,Kerala,,nan,nan,nan
4231,Indira Gandhi Institute of Dental Sciences,Puducherry,Pondicherry,,nan,nan,nan
4232,Institute of Dental Sciences,Bareilly,Uttar Pradesh,,nan,nan,nan
4233,Institute of Dental Sciences,Jammu,Jammu and Kashmir,,nan,nan,nan
4234,"INSTITUTE OF DENTAL STUDIES & TECHNOLOGY DELHI-MEERUT ROAD, KADRABAD, MODINAGAR",Modinagar,Uttar Pradesh,,nan,nan,nan
4235,"ITS Centre for Dental Studies and Research Delhi, Murad Nagar, Ghaziabad",Ghaziabad,Uttar Pradesh,,nan,nan,nan
4236,"J.N. Kapoor, D.A.V Centenary Dental College",Yamunanagar,Haryana,,nan,nan,nan
4237,"Jamia Millia Islamia, New Delhi",New Delhi,Delhi,,nan,nan,nan
4238,"Jan Nayak Ch. Devi Lal Dental College, Sirsa",Sirsa,Haryana,,nan,nan,nan
4239,JKK Natrajah Dental College,Komarapalayam,Tamil Nadu,,nan,nan,nan
4240,JSS Dental College and Hospital,Mysuru,Karnataka,,nan,nan,nan
4241,K L E Society's Institute of Dental Sciences,Bengaluru,Karnataka,,nan,nan,nan
4242,Kalinga Institute of Industrial Technology,BHUBANESWAR,Odisha,,nan,nan,nan
4243,"Kamineni Inst. of Dental Sciences, Narketpally",Nalgonda,Telangana,,nan,nan,nan
4244,Karnavati University,Gandhinagar,Gujarat,,nan,nan,nan
4245,Karpaga Vinayaga Institute Of Dental sciences,Chengalpattu,Tamil Nadu,,nan,nan,nan
4246,King George`s Medical University,Lucknow,Uttar Pradesh,,nan,nan,nan
4247,KLE VISHWANATH KATTI INSTITUTE OF DENTAL SCIENCES,Belgaum,Karnataka,,nan,nan,nan
4248,KMCT Dental College,Kozhikode,Kerala,,nan,nan,nan
4249,"Krishna Institute of Medical Sciences Deemed University, Karad",Karad,Maharashtra,,nan,nan,nan
4250,Krishnadevaraya College of Dental Sciences & Hospital,Bengaluru,Karnataka,,nan,nan,nan
4251,KSR Institute of Dental Science and Research,Tiruchengode,Tamil Nadu,,nan,nan,nan
4252,KVG Dental College & Hospital Sullia,Sullia,Karnataka,,nan,nan,nan
4253,Luxmi Bai Institute of Dental Sciences & Hospital,Patiala,Punjab,,nan,nan,nan
4254,M R Ambedkar Dental College & Hospital Institute,Bengaluru,Karnataka,,nan,nan,nan
4255,M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,,nan,nan,nan
4256,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,,nan,nan,nan
4257,Maharaja Ganga Singh Dental College & Research Centre,Sri Ganganagar,Rajasthan,,nan,nan,nan
4258,Maharishi Markandeshwar,Ambala,Haryana,,nan,nan,nan
4259,Mahe Institute of Dental Sciences & Hospital,Mahe,Pondicherry,,nan,nan,nan
4260,"MALABAR DENTAL COLLEGE, MUNDUR",EDAPPAL,Kerala,,nan,nan,nan
4261,Malla Reddy Institute of Dental Sciences,Hyderabad,Telangana,,nan,nan,nan
4262,Manav Rachna International Institute of Research & Studies,Faridabad,Haryana,,nan,nan,nan
4263,"Manipal College of Dental Sciences, Mangalore",Mangalore,Karnataka,,nan,nan,nan
4264,"Manipal College of Dental Sciences, Manipal",Udupi,Karnataka,,nan,nan,nan
4265,Mar Baselios Dental College,Ernakulam,Kerala,,nan,nan,nan
4266,Maratha Mandal`s Nathajirao G Halgekar Institute,Belgaum,Karnataka,,nan,nan,nan
4267,Maulana Azad Institute of Dental Sciences,Delhi,Delhi,,nan,nan,nan
4268,Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,,nan,nan,nan
4269,"MGM Dental College, Navi Mumbai",Navi Mumbai,Maharashtra,,nan,nan,nan
4270,"MGVs Karmaveer Bhausaheb Hire Dental College, Nashik",Nashik,Maharashtra,,nan,nan,nan
4271,MNR Dental College,Sangareddy,Telangana,,nan,nan,nan
4272,Nair Hospital Dental College,Mumbai,Maharashtra,,nan,nan,nan
4273,Navodaya dental College,Raichur,Karnataka,,nan,nan,nan
4274,"NIMS University, Jaipur",Jaipur,Rajasthan,,nan,nan,nan
4275,"NOORUL ISLAM COLLEGE OF DENTAL SCIENCES, NEYYATTINKARA",Neyyattinkara,Kerala,,nan,nan,nan
4276,P.M. Nadagouda Memorial Dental College & Hospital,Bagalkot,Karnataka,,nan,nan,nan
4277,Pacific Dental College & Hospital,Udaipur,Rajasthan,,nan,nan,nan
4278,"Padmashree Dr. D. Y. Patil Vidyapeeth, Mumbai",Mumbai,Maharashtra,,nan,nan,nan
4279,Panjab University,Chandigarh,Chandigarh,,nan,nan,nan
4280,Pb. Govt. Dental College & Hospital,Amritsar,Punjab,,nan,nan,nan
4281,People?s Dental Academy,Bhopal,Madhya Pradesh,,nan,nan,nan
4282,PMS College of Dental Science & Research,Thiruvananthapuram,Kerala,,nan,nan,nan
4283,Postgraduate Institute of Dental Sciences,Rohtak,Haryana,,nan,nan,nan
4284,"Pravara Institute of Medical Sciences, Ahmednagar",Ahmednagar,Maharashtra,,nan,nan,nan
4285,PSM COLLEGE OF DENTAL SC. AKKIKAVU,Thrissur,Kerala,,nan,nan,nan
4286,"Pushpagiri College of Dental Sciences, Thiruvalla",Thiruvalla,Kerala,,nan,nan,nan
4287,"RAGAS DENTAL COLLEGE & HOSPITAL, CHENNAI",CHENNAI,Tamil Nadu,,nan,nan,nan
4288,Raja Rajeswari Dental College & Hospital,Bengaluru,Karnataka,,nan,nan,nan
4289,RAMA UNIVERSITY UTTAR PRADESH,Kanpur Nagar,Uttar Pradesh,,nan,nan,nan
4290,Rishiraj College of Dental Sciences & Research Centre,Bhopal,Madhya Pradesh,,nan,nan,nan
4291,"RUNGTA COLLEGE OF DENTAL COLLEGE SCIENCE AND RESEARCH, BHILAI",BHILAI,Chhattisgarh,,nan,nan,nan
4292,S B Patil Institute of Dental Sciences & Research,BIDAR,Karnataka,,nan,nan,nan
4293,"Sankalchand Patel University, Visnagar",Visnagar,Gujarat,,nan,nan,nan
4294,SARASWATI DENTAL COLLEGE & HOSPITAL,Lucknow,Uttar Pradesh,,nan,nan,nan
4295,Sardar Patel Post Graduate Institute of Dental and Medical Sciences,LUCKNOW,Uttar Pradesh,,nan,nan,nan
4296,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,,nan,nan,nan
4297,SDM College of Dental Sciences & Hospital,Dharwad,Karnataka,,nan,nan,nan
4298,"Seema Dental College and Hospital, Rishikesh",Rishikesh,Uttarakhand,,nan,nan,nan
4299,Shree Guru Gobind Singh Tricentenary University,Gurgaon,Haryana,,nan,nan,nan
4300,Siksha `O` Anusandhan,Bhubaneswar,Odisha,,nan,nan,nan
4301,"Sinhgad Dental College & Hospital, Pune",Pune,Maharashtra,,nan,nan,nan
4302,Sree Balaji Dental College & Hospital,Chennai,Tamil Nadu,,nan,nan,nan
4303,Sri Guru Ram Das Institute of Dental Sciences & Research,Amritsar,Punjab,,nan,nan,nan
4304,Sri Rajiv Gandhi College of Dental Sciences & Hospital,Bangalore,Karnataka,,nan,nan,nan
4305,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,,nan,nan,nan
4306,"SRI RAMAKRISHNA DENTAL COLLEGE AND HOSPITAL, COIMBATORE",Coimbatore,Tamil Nadu,,nan,nan,nan
4307,"Sri Siddhartha Dental college, Tumkur",Tumkur,Karnataka,,nan,nan,nan
4308,Sri Venkata Sai Institute of Dental Sciences,Mahabub Nagar,Telangana,,nan,nan,nan
4309,Sri Venkateshwaraa Dental College,Pondicherry,Pondicherry,,nan,nan,nan
4310,Srinivas Institute of Dental Sciences,Mangalore,Karnataka,,nan,nan,nan
4311,SRM Dental College,Chennai,Tamil Nadu,,nan,nan,nan
4312,Subharti Dental College & Hospital,Meerut,Uttar Pradesh,,nan,nan,nan
4313,"Sudha Rustagi College of Dental Sciences & Research, Faridabad",Faridabad,Haryana,,nan,nan,nan
4314,"Sumandeep Vidyapeeth, Vadodara",Vadodara,Gujarat,,nan,nan,nan
4315,Surendera Dental College and Research Institute,Ganganagar,Rajasthan,,nan,nan,nan
4316,Tagore Dental College & Hospital,Chennai,Tamil Nadu,,nan,nan,nan
4317,Teerthanker Mahaveer University,Moradabad,Uttar Pradesh,,nan,nan,nan
4318,The Oxford Dental College,Bangalore,Karnataka,,nan,nan,nan
4319,Vinayaka Mission`s Sankarachariyar Dental College,Salem,Tamil Nadu,,nan,nan,nan
4320,"Vishnu Dental College, Bheemavaram",Bhimavaram,Andhra Pradesh,,nan,nan,nan
4321,Vivekanandha Denal College for Women,Triuchengode,Tamil Nadu,,nan,nan,nan
4322,Vokkaligara Sangha Dental College & Hospital,Bengaluru,Karnataka,,nan,nan,nan
4323,"VYWS Dental College, Amravati",Amravati,Maharashtra,,nan,nan,nan
4324,Yenepoya Dental College,Mangaluru,Karnataka,,nan,nan,nan
4325,Aligarh Muslim University,Aligarh,Uttar Pradesh,,nan,nan,nan
4326,Allahabad Degree College,Prayagraj,Uttar Pradesh,,nan,nan,nan
4327,Alliance University,Bengaluru,Karnataka,,nan,nan,nan
4328,"Amity University Haryana, Gurgaon","Gurugram, Haryana",Haryana,,nan,nan,nan
4329,"Amity University, Gwalior",Gwalior,Madhya Pradesh,,nan,nan,nan
4330,"Amolakchand Vidhi Mahavidyalaya, Yavatmal",Yavatmal,Maharashtra,,nan,nan,nan
4331,"Army Institute of Law, Mohali",Mohali,Punjab,,nan,nan,nan
4332,Asian Law College,Noida,Uttar Pradesh,,nan,nan,nan
4333,Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,,nan,nan,nan
4334,Banaras Hindu University,Varanasi,Uttar Pradesh,,nan,nan,nan
4335,Banasthali Vidyapith,Banasthali,Rajasthan,,nan,nan,nan
4336,Bangalore University,Bangalore,Karnataka,,nan,nan,nan
4337,Bankura University,Bankura,West Bengal,,nan,nan,nan
4338,"Barkatullah University, Bhopal",Bhopal,Madhya Pradesh,,nan,nan,nan
4339,"Bharati Vidyapeeth Deemed University New Law College, Pune",Pune,Maharashtra,,nan,nan,nan
4340,Bundelkhand University,Jhansi,Uttar Pradesh,,nan,nan,nan
4341,C. N. Law College,RANCHI,Jharkhand,,nan,nan,nan
4342,Career Law College,Bhopal,Madhya Pradesh,,nan,nan,nan
4343,Career Point University,Hamirpur,Himachal Pradesh,,nan,nan,nan
4344,Central University of Haryana,Mahendergarh,Haryana,,nan,nan,nan
4345,Chanakya National Law University,Patna,Bihar,,nan,nan,nan
4346,Chaudhary Charan Singh University Meerut,Meerut,Uttar Pradesh,,nan,nan,nan
4347,Christ University,Bengaluru,Karnataka,,nan,nan,nan
4348,Damodaram Sanjivayya National Law University,Visakhapatnam,Andhra Pradesh,,nan,nan,nan
4349,Deen Dayal Upadhyay Gorakhpur University,Gorakhpur,Uttar Pradesh,,nan,nan,nan
4350,"Deoghar College, Deoghar",DEOGHAR,Jharkhand,,nan,nan,nan
4351,Desh Bhagat University,Mandi Gobindgarh,Punjab,,nan,nan,nan
4352,Devi Ahilya Vishwavidyalaya,Indore,Madhya Pradesh,,nan,nan,nan
4353,"Devi Sharvani Education Society`s V.M. Salgaocar College of Law, Miramar",Panaji,Goa,,nan,nan,nan
4354,Dr. A.P.J. Abdul Kalam University,Indore,Madhya Pradesh,,nan,nan,nan
4355,Dr. Ambedkar Law College,Tirupati,Andhra Pradesh,,nan,nan,nan
4356,Dr. B. R. Ambedkar College of Law,Visakhapatnam,Andhra Pradesh,,nan,nan,nan
4357,Dr. Panjabrao Deshmukh Law College,Amravati,Maharashtra,,nan,nan,nan
4358,"Dr. Ram Manohar Lohiya National Law University, Lucknow",Lucknow,Uttar Pradesh,,nan,nan,nan
4359,Fairfield Institute of Management & Technology,NEW DELHI,Delhi,,nan,nan,nan
4360,G. D. Goenka University,Gurgaon,Haryana,,nan,nan,nan
4361,Galgotias University,Gautam Budh Nagar,Uttar Pradesh,,nan,nan,nan
4362,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,,nan,nan,nan
4363,Gautam Buddha University,Gautam Buddha Nagar,Uttar Pradesh,,nan,nan,nan
4364,Geeta Institute of Law,Panipat,Haryana,,nan,nan,nan
4365,Government Law College,MORENA,Madhya Pradesh,,nan,nan,nan
4366,"Government Law College, Ashoknagar",Ashoknagar,Madhya Pradesh,,nan,nan,nan
4367,Gujarat National Law University,Gandhinagar,Gujarat,,nan,nan,nan
4368,Gujarat University,Ahmedabad,Gujarat,,nan,nan,nan
4369,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,,nan,nan,nan
4370,Guru Hargobind Institute of Law for Women,Ludhiana,Punjab,,nan,nan,nan
4371,Haldia Law College,Haldia,West Bengal,,nan,nan,nan
4372,Himachal Pradesh University,Shimla,Himachal Pradesh,,nan,nan,nan
4373,"ICFAI Foundation for Higher Education, Hyderabad",Hyderabad,Telangana,,nan,nan,nan
4374,IEC (India Education Centre) University,Solan,Himachal Pradesh,,nan,nan,nan
4375,IFTM University,Moradabad,Uttar Pradesh,,nan,nan,nan
4376,IIMT College of Law,Greater Noida,Uttar Pradesh,,nan,nan,nan
4377,"Imamul Hai Khan Law College, Bokaro",BOKARO STEEL CITY,Jharkhand,,nan,nan,nan
4378,IMS Unison University,Dehradun,Uttarakhand,,nan,nan,nan
4379,"Indian Institute of Technology, Kharagpur",Kharagpur,West Bengal,,nan,nan,nan
4380,Indian Law Institute,New Delhi,Delhi,,nan,nan,nan
4381,"Indore Institute of Law, Indore",Indore,Madhya Pradesh,,nan,nan,nan
4382,"Institute of Chatertered Financial Analysts of India, Dehradun",Dehradun,Uttarakhand,,nan,nan,nan
4383,Integral University,Lucknow,Uttar Pradesh,,nan,nan,nan
4384,Invertis University,Bareilly,Uttar Pradesh,,nan,nan,nan
4385,Ismailsaheb Mulla Law College,Satara,Maharashtra,,nan,nan,nan
4386,J. S. S. Law College,Mysuru,Karnataka,,nan,nan,nan
4387,"Jagran Lakecity University, Bhopal",Bhopal,Madhya Pradesh,,nan,nan,nan
4388,"Jamia Millia Islamia, New Delhi",New Delhi,Delhi,,nan,nan,nan
4389,JIS University,Kolkata,West Bengal,,nan,nan,nan
4390,K. R. Mangalam University,Gurugram,Haryana,,nan,nan,nan
4391,"K.L.E. Society Law College, Bangalore",Bangalore,Karnataka,,nan,nan,nan
4392,Kakatiya University,Hanumakonda,Telangana,,nan,nan,nan
4393,Kalinga Institute of Industrial Technology,BHUBANESWAR,Odisha,,nan,nan,nan
4394,Karnataka State Law University,Dharwad,Karnataka,,nan,nan,nan
4395,Karnavati University,Gandhinagar,Gujarat,,nan,nan,nan
4396,Lovely Professional University,Phagwara,Punjab,,nan,nan,nan
4397,"M V N University, Palwal",Palwal,Haryana,,nan,nan,nan
4398,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,,nan,nan,nan
4399,"Maharani Laxmibai Arts and Commerce College, Gwalior",Gwalior,Madhya Pradesh,,nan,nan,nan
4400,"Maharashtra National Law University, Nagpur",Nagpur,Maharashtra,,nan,nan,nan
4401,Maharishi Markandeshwar,Ambala,Haryana,,nan,nan,nan
4402,Maharshi Dayanand University,Rohtak,Haryana,,nan,nan,nan
4403,"Manipal University, Jaipur",Jaipur,Rajasthan,,nan,nan,nan
4404,"Marathwada Legal`s & General Education Society`s, Manikchand Pahade Law College",Aurangabad,Maharashtra,,nan,nan,nan
4405,"Marathwada Mitra Mandal`s Shankarrao Chavan Law College, Pune",Pune,Maharashtra,,nan,nan,nan
4406,MATS University,Raipur,Chhattisgarh,,nan,nan,nan
4407,Mohan Lal Sukhadia University,Udaipur,Rajasthan,,nan,nan,nan
4408,N. B. M. Law College,Visakhapatnam,Andhra Pradesh,,nan,nan,nan
4409,N. E. F. Law College,Kamrup,Assam,,nan,nan,nan
4410,Nalsar University of Law,Hyderabad,Telangana,,nan,nan,nan
4411,"National Law Institute University, Bhopal",Bhopal,Madhya Pradesh,,nan,nan,nan
4412,National Law School of India University,Bengaluru,Karnataka,,nan,nan,nan
4413,National Law University,New Delhi,Delhi,,nan,nan,nan
4414,National Law University,Cuttack,Odisha,,nan,nan,nan
4415,National Law University and Judicial Academy,Kamrup,Assam,,nan,nan,nan
4416,"National Law University, Jodhpur",Jodhpur,Rajasthan,,nan,nan,nan
4417,National University of Advanced Legal Studies (NUALS),Kochi,Kerala,,nan,nan,nan
4418,"National University of Study & Research in Law, Ranchi",Ranchi,Jharkhand,,nan,nan,nan
4419,NIMT Technical and Professional College,Jaipur,Rajasthan,,nan,nan,nan
4420,NIMT Vidhi Evam Kanoon Sansthan,Greater Noida,Uttar Pradesh,,nan,nan,nan
4421,Nirma University,Ahmedabad,Gujarat,,nan,nan,nan
4422,"Oriental University, Indore",Indore,Madhya Pradesh,,nan,nan,nan
4423,Osmania University,Hyderabad,Telangana,,nan,nan,nan
4424,Panjab University,Chandigarh,Chandigarh,,nan,nan,nan
4425,"Presidency University , Bengaluru",Bengaluru,Karnataka,,nan,nan,nan
4426,"Progressive Educational Societys Modern Law College, Pune",Pune,Maharashtra,,nan,nan,nan
4427,Pt. Ravishankar Shukla University,Raipur,Chhattisgarh,,nan,nan,nan
4428,"Punjabi University, Patiala",Patiala,Punjab,,nan,nan,nan
4429,Rafflles University,Neemrana,Rajasthan,,nan,nan,nan
4430,Rajashi Shahu Evening Law College,Barshi,Maharashtra,,nan,nan,nan
4431,Rajshree Institute of Management & Technology,Bareilly,Uttar Pradesh,,nan,nan,nan
4432,"Ranchi University, Ranchi",Ranchi,Jharkhand,,nan,nan,nan
4433,Rayat Bahra University,Sahibzada Ajit Singh Nagar,Punjab,,nan,nan,nan
4434,Reva University,Bengaluru,Karnataka,,nan,nan,nan
4435,RNB Global University,Bikaner,Rajasthan,,nan,nan,nan
4436,Rourkela Law College,ROURKELA,Odisha,,nan,nan,nan
4437,Royal Academy of Law,Oinam,Manipur,,nan,nan,nan
4438,S. D. M. Law College,Mangaluru,Karnataka,,nan,nan,nan
4439,S. S. M. Law College,Jalgaon,Maharashtra,,nan,nan,nan
4440,"S.A. Manvi Law College, Gadag",Gadag,Karnataka,,nan,nan,nan
4441,"SAGE University, Indore",Indore,Madhya Pradesh,,nan,nan,nan
4442,Sarvajanik College of Law,Surat,Gujarat,,nan,nan,nan
4443,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,,nan,nan,nan
4444,"Seth Chunilal Amarchand Bohra Law College, Raichur",Raichur,Karnataka,,nan,nan,nan
4445,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,,nan,nan,nan
4446,Shantaram Potdukhe College of Law,Chandrapur,Maharashtra,,nan,nan,nan
4447,Shivaji Law College,Parbhani,Maharashtra,,nan,nan,nan
4448,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,,nan,nan,nan
4449,"Shri Guru Teg Bhadur Khalsa College, Jabalpur",Jabalpur,Madhya Pradesh,,nan,nan,nan
4450,"Sikkim Government Law College, Burtuk",Gangtok,Sikkim,,nan,nan,nan
4451,Siksha `O` Anusandhan,Bhubaneswar,Odisha,,nan,nan,nan
4452,"Smt. Nathibai Damodar Thackersey Women's Univeristy, Mumbai",Mumbai,Maharashtra,,nan,nan,nan
4453,Sri Padmavathi Mahila Visvavidyalayam,Tirupathi,Andhra Pradesh,,nan,nan,nan
4454,Sri Shirdi Sai Law College,Anakapalli,Andhra Pradesh,,nan,nan,nan
4455,"SRM University, Delhi NCR",Sonepat,Haryana,,nan,nan,nan
4456,St. Wilfred?s College of Law,Jaipur,Rajasthan,,nan,nan,nan
4457,Swami Vivekanand Subharti University,Meerut,Uttar Pradesh,,nan,nan,nan
4458,Symbiosis Law School,Pune,Maharashtra,,nan,nan,nan
4459,Tamil Nadu Dr. Ambedkar Law University,Chennai,Tamil Nadu,,nan,nan,nan
4460,Telangana University,Nizamabad,Telangana,,nan,nan,nan
4461,The Institute of Chartered Financial Analysts of India University,Agartala,Tripura,,nan,nan,nan
4462,The Institute of Chartered Financial Analysts of India University,Gangtok,Sikkim,,nan,nan,nan
4463,The Northcap University,Gurugram,Haryana,,nan,nan,nan
4464,"The Rajiv Gandhi National University of Law, Patiala",Patiala,Punjab,,nan,nan,nan
4465,The Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra,,nan,nan,nan
4466,The West Bengal National University of Juridicial Sciences,Kolkata,West Bengal,,nan,nan,nan
4467,University of Jammu,Jammu,Jammu and Kashmir,,nan,nan,nan
4468,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,,nan,nan,nan
4469,Uttaranchal University,Dehradun,Uttarakhand,,nan,nan,nan
4470,"Vidya Vikas Mandals Govind Ramnath Kare College of Law, Margao",South Goa,Goa,,nan,nan,nan
4471,"Vidyavardhaka Law College, Mysore",Mysore,Karnataka,,nan,nan,nan
4472,Indian Institute of Science,Bengaluru,Karnataka,,nan,nan,nan
4473,Indian Institute of Technology Madras,Chennai,Tamil Nadu,,nan,nan,nan
4474,Indian Institute of Technology Bombay ,Mumbai,Maharashtra,,nan,nan,nan
4475,Indian Institute of Technology Delhi ,New Delhi,Delhi,,nan,nan,nan
4476,Indian Institute of Technology Kharagpur ,Kharagpur,West Bengal,,nan,nan,nan
4477,Indian Institute of Technology Kanpur ,Kanpur,Uttar Pradesh,,nan,nan,nan
4478,Indian Institute of Technology Roorkee ,Roorkee,Uttarakhand,,nan,nan,nan
4479,All India Institute of Medical Sciences ,New Delhi,Delhi,,nan,nan,nan
4480,Indian Institute of Technology Guwahati ,Guwahati,Assam,,nan,nan,nan
4481,Tata Institute of Fundamental Research ,Mumbai,Maharashtra,,nan,nan,nan
4482,University of Delhi ,Delhi,Delhi,,nan,nan,nan
4483,Vellore Institute of Technology ,Vellore,Tamil Nadu,,nan,nan,nan
4484,Homi Bhabha National Institute ,Mumbai,Maharashtra,,nan,nan,nan
4485,Banaras Hindu University ,Varanasi,Uttar Pradesh,,nan,nan,nan
4486,Indian Institute of Technology Hyderabad ,Hyderabad,Telangana,,nan,nan,nan
4487,Indian Institute of Science Education & Research Pune ,Pune,Maharashtra,,nan,nan,nan
4488,Jadavpur University ,Kolkata,West Bengal,,nan,nan,nan
4489,Jawaharlal Nehru University ,New Delhi,Delhi,,nan,nan,nan
4490,Jawaharlal Nehru Centre for Advanced Scientific Research ,Bengaluru,Karnataka,,nan,nan,nan
4491,Indian Institute of Technology (Indian School of Mines) ,Dhanbad,Jharkhand,,nan,nan,nan
4492,Institute of Chemical Technology ,Mumbai,Maharashtra,,nan,nan,nan
4493,Academy of Scientific & Innovative Research ,Ghaziabad,Uttar Pradesh,,nan,nan,nan
4494,Bharathiar University ,Coimbatore,Tamil Nadu,,nan,nan,nan
4495,Aligarh Muslim University ,Aligarh,Uttar Pradesh,,nan,nan,nan
4496,University of Hyderabad ,Hyderabad,Telangana,,nan,nan,nan
4497,Indian Institute of Technology Indore ,Indore,Madhya Pradesh,,nan,nan,nan
4498,Manipal Academy of Higher Education ,Manipal,Karnataka,,nan,nan,nan
4499,Panjab University ,Chandigarh,Chandigarh,,nan,nan,nan
4500,Amrita Vishwa Vidyapeetham ,Coimbatore,Tamil Nadu,,nan,nan,nan
4501,Jamia Millia Islamia ,New Delhi,Delhi,,nan,nan,nan
4502,National Institute of Technology Rourkela ,Rourkela,Odisha,,nan,nan,nan
4503,Anna University ,Chennai,Tamil Nadu,,nan,nan,nan
4504,Calcutta University ,Kolkata,West Bengal,,nan,nan,nan
4505,Indian Institute of Science Education & Research Kolkata ,Mohanpur,West Bengal,,nan,nan,nan
4506,National Institute of Technology Tiruchirappalli ,Tiruchirappalli,Tamil Nadu,,nan,nan,nan
4507,Birla Institute of Technology & Science -Pilani ,Pilani,Rajasthan,,nan,nan,nan
4508,Savitribai Phule Pune University ,Pune,Maharashtra,,nan,nan,nan
4509,Thapar Institute of Engineering and Technology ,Patiala,Punjab,,nan,nan,nan
4510,Indian Institute of Technology Gandhinagar ,Gandhinagar,Gujarat,,nan,nan,nan
4511,National Institute of Technology Karnataka ,Surathkal,Karnataka,,nan,nan,nan
4512,"Indian Statistical Institute, Kolkata ",Kolkata,West Bengal,,nan,nan,nan
4513,"National Institute of Mental Health & Neuro Sciences, Bangalore ",Bangalore,Karnataka,,nan,nan,nan
4514,Indian Institute of Technology Bhubaneswar ,Bhubaneswar,Odisha,,nan,nan,nan
4515,"Indian Institute of Science Education & Research, Mohali ",Mohali,Punjab,,nan,nan,nan
4516,Indian Institute of Science Education & Research Bhopal ,Bhopal,Madhya Pradesh,,nan,nan,nan
4517,S.R.M. Institute of Science and Technology ,Chennai,Tamil Nadu,,nan,nan,nan
4518,Indian Institute of Technology Patna ,Patna,Bihar,,nan,nan,nan
4519,Indian Institute of Engineering Science and Technology ,Shibpur,West Bengal,,nan,nan,nan
4520,Indian Institute of Technology Ropar ,Rupnagar,Punjab,,nan,nan,nan
4521,Shanmugha Arts Science Technology & Research Academy ,Thanjavur,Tamil Nadu,,nan,nan,nan
4522,Indian Institute of Technology Madras,Chennai,Tamil Nadu,,nan,nan,1
4523,Indian Institute of Science,Bengaluru,Karnataka,,nan,nan,2
4524,"Indian Institute of Technology, Bombay",Mumbai,Maharashtra,,nan,nan,3
