name,city,state,nirfRank,rank
"Sri H.D Devegowda Government First Grade College, Paduvalahippe",Holenarasipura Taluk,Karnataka,nan,nan
Sri Indu College of Engineering and Technology,Rangareddy,Telangana,nan,nan
Sri Indu Institute of Engineering and Technology,Rangareddy,Telangana,nan,nan
Sri Jayendra Saraswathy Maha Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,nan,nan
Sri Kailash Womens College,Salem,Tamil Nadu,nan,nan
Sri Kaliswari College,Sivakasi,Tamil Nadu,nan,nan
Sri Kanyaka Parameswari Arts and Science College for Women,Chennai,Tamil Nadu,nan,nan
"Sri Krishana Institute of Technology, Bangalore",Bangalore,Karnataka,nan,nan
Sri Krishna Arts and Science College,Coimbatore,Tamil Nadu,nan,nan
Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,73,nan
Sri Krishna College of Technology,Coimbatore,Tamil Nadu,122,nan
Sri Krishna Degree College,VISAKHPATNAM,Andhra Pradesh,nan,nan
Sri Manakula Vinayagar Engineering College,Puducherry,Pondicherry,nan,nan
Sri Manakula Vinayagar Medical College and Hospital,Puducherry,Pondicherry,nan,nan
Sri Meenakshi Government Arts College for Women (Autonomous),Madurai,Tamil Nadu,nan,nan
Sri Mittapalli Institute of Technology for Women,Guntur,Andhra Pradesh,nan,nan
Sri Murali Krishna Degree College,Visakhapatnam,Andhra Pradesh,nan,nan
Sri Nehru Maha Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,nan,nan
Sri Padmavathi Mahila Visvavidyalayam,Tirupathi,Andhra Pradesh,nan,nan
"Sri Paramakalyani College, Alwarkurichi",ALWARKURICHI,Tamil Nadu,nan,nan
"Sri Parasakthi College for Women, Tirunelveli",COURTALLAM,Tamil Nadu,nan,nan
Sri Rajiv Gandhi College of Dental Sciences & Hospital,Bangalore,Karnataka,nan,nan
Sri Ramachandra Institute of Higher Education and Research,nan,nan,15,nan
Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,nan,48
Sri Ramakrishna College of Arts & Science for Women,Coimbatore,Tamil Nadu,nan,nan
Sri Ramakrishna College of Arts and Science,Coimbatore,Tamil Nadu,nan,nan
Sri Ramakrishna Degree College,Nandyal,Andhra Pradesh,nan,nan
Sri Ramakrishna Engin,Coimbatore,Tamil Nadu,244,nan
Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu,nan,nan
Sri Ramakrishna Institute of Technology,Coimbatore,Tamil Nadu,nan,nan
Sri Ramakrishna Mission Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,nan,nan
Sri Ramalinga Sowdambigai College of Science and Commerce,Coimbatore,Tamil Nadu,nan,nan
"Sri Ranganathar Institute of Engineering and Technology, Coimbatore",Coimbatore,Tamil Nadu,nan,nan
"Sri Sai College of Engineering and Technology, Badhani",Gurdaspur,Punjab,nan,nan
Sri Sai Degree College,BOBBILI,Andhra Pradesh,nan,nan
Sri Sai Degree College,Vizianagaram,Andhra Pradesh,nan,nan
Sri Sai Kulwant Degree College,ANAKAPALLI,Andhra Pradesh,nan,nan
Sri Sai Mahitha Degree College,Ganguru,Andhra Pradesh,nan,nan
Sri Sai Ram Institute,Chennai,Tamil Nadu,245,nan
Sri Sai Ram Institute of Technology,Chennai,Tamil Nadu,nan,nan
Sri Sairam College of Engineering,Bengaluru,Karnataka,nan,nan
Sri Sairam Engineering College,Kancheepuram,Tamil Nadu,157,nan
Sri Sairam Homoeopathy Medical College,Chennai,Tamil Nadu,nan,nan
Sri Sankara Arts and Science College,Kanchipuram,Tamil Nadu,nan,nan
Sri Sankara Bhagavathi Arts & Science College,Kommadikottai,Tamil Nadu,nan,nan
Sri Sarada College for Women(Autonomous),Salem,Tamil Nadu,nan,nan
"Sri Sarada College for Women, V.M. Chatram, Tirunelveli",Tirunelveli,Tamil Nadu,nan,nan
Sri Sarada Niketan College of Science for Women,Karur,Tamil Nadu,nan,nan
Sri Sarathi Institute of Engineering & Technoology,Nuzvid,Andhra Pradesh,nan,nan
Sri Sathguru Sangeetha Vidyalayam,Madurai,Tamil Nadu,nan,nan
Sri Satya Sai College of Engineering,Bhopal,Madhya Pradesh,nan,nan
Sri Shakthi Institute of Engineering and Technology,Coimbatore,Tamil Nadu,nan,nan
Sri Shanmugha College of Engineering and Technology,Sankari,Tamil Nadu,nan,nan
Sri Shirdi Sai Law College,Anakapalli,Andhra Pradesh,nan,nan
"Sri Siddhartha Dental college, Tumkur",Tumkur,Karnataka,nan,nan
"Sri Siddhartha Institute of Technology, Tumkur.",Tumkur,Karnataka,nan,nan
"Sri Siddhartha Medical College, Tumkur",Tumkur,Karnataka,nan,nan
Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,48,nan
Sri Uma Bharathi Degree College,Vizianagaram,Andhra Pradesh,nan,nan
Sri Vasavi College,Erode,Tamil Nadu,nan,nan
Sri Vasavi Engineering College,Tadepalligudem,Andhra Pradesh,nan,nan
Sri Vasavi Institute of Engineering & Technology,Pedana,Andhra Pradesh,nan,nan
Sri Venkata Sai Institute of Dental Sciences,Mahabub Nagar,Telangana,nan,nan
Sri Venkatesa Perumal College of Engineering & Technology,Puttur,Andhra Pradesh,nan,nan
Sri Venkateshwara College of Engineering,Bengaluru,Karnataka,nan,nan
Sri Venkateshwaraa Dental College,Pondicherry,Pondicherry,nan,nan
Sri Venkateshwaraa Medical College Hospital and Research Centre,Puducherry,Pondicherry,nan,nan
Sri Venkatesw,Tirupati,Andhra Pradesh,295,nan
Sri Venkateswara College,Delhi,Delhi,nan,nan
Sri Venkateswara College ,Kancheepuram,Tamil Nadu,246,nan
Sri Venkateswara College of Engineering,Kancheepuram,Tamil Nadu,nan,nan
Sri Venkateswara College of Engineering,Kadapa,Andhra Pradesh,nan,nan
Sri Venkateswara College of Engineering and Technology,Chittoor,Andhra Pradesh,198,nan
"Sri Venkateswara College of Engineering, Tirupati",Tirupati,Andhra Pradesh,nan,nan
"Sri Venkateswara Degree College, Parvathipuram",Parvathipuram,Andhra Pradesh,nan,nan
"Sri Venkateswara Degree College, Vizianagaram",Vizianagaram,Andhra Pradesh,nan,nan
Sri Venkateswara Engineering College for Women,Tirupati,Andhra Pradesh,nan,nan
Sri Venkateswara Institute of Medical Sciences,Tirupati,Andhra Pradesh,nan,nan
Sri Venkateswara University,Tirupati,Andhra Pradesh,nan,67
Sri Vijay Vidyalaya College of Arts and Science,DHARMAPURI,Tamil Nadu,nan,nan
"Sri Vivekananda College of Arts, Science & Commerce, Nehru Nagar",Puttur,Karnataka,nan,nan
Sri Vivekananda Degree College,Anakapalli,Andhra Pradesh,nan,nan
Sri Vyasa NSS College,Thrissur,Kerala,nan,nan
Sri Yerramilli Narayana Murthy College,Narsapur,Andhra Pradesh,nan,nan
Sri. GCSR. Degree College,Rajam,Andhra Pradesh,nan,nan
"Sri. Gavisiddeswara Arts, Science & Commerce College",Koppal,Karnataka,nan,nan
"Sri. Shivaji Science College, Congressnagar",Nagpur,Maharashtra,nan,nan
"Sri. Vijay Mahantesh Arts & Commerce College for Women, Ilkal",ILKAL,Karnataka,nan,nan
Sridevi Womens Engineering College,Hyderabad,Telangana,nan,nan
Srikrishna College,Bagula,West Bengal,nan,nan
Srikrishnadas Jaju Gramin Seva Mahavidyalaya,Wardha,Maharashtra,nan,nan
Srimad Andavan Arts & Science College (Autonomous),Tiruchirappalli,Tamil Nadu,nan,nan
Srimath Sivagnana Balaya Swamigal Tamil Arts & Science College,"Mailam, Tindivanam",Tamil Nadu,nan,nan
Srinivas Institute of Dental Sciences,Mangalore,Karnataka,nan,nan
Srinivas University,Dakshina Kannada,Karnataka,nan,nan
Srinivasa Degree College for Women,Vizianagaram,Andhra Pradesh,nan,nan
Srinivasa Institute of Engineering and Technology,Amalapuram,Andhra Pradesh,nan,nan
Srinivasa Institute of Management Studies (SIMS),Visakahaptnam,Andhra Pradesh,nan,nan
Srinivasa Ramanujan Institute of Technology,Rotarypuram Village,Andhra Pradesh,nan,nan
Sriram Engineering College,Chennai,Tamil Nadu,nan,nan
"Srr Government Degree College, Karimnagar",Karimnagar,Telangana,nan,nan
"St Xaviers College of Arts Science & Commerce, Mapusa",Mapusa,Goa,nan,nan
"St Xaviers College, Dumka",DUMKA,Jharkhand,nan,nan
St. Agnes College,Mangaluru,Karnataka,nan,nan
St. Alberts College,Ernakulam,Kerala,nan,nan
St. Aloysius College,Mangaluru,Karnataka,nan,nan
St. Aloysius College,Thrissur,Kerala,nan,nan
St. Aloysius Evening College,Mangaluru,Karnataka,nan,nan
"St. Aloysous College, Sadar",Jabalpur,Madhya Pradesh,nan,nan
St. Ann's College for Women,Guntur,Andhra Pradesh,nan,nan
St. Ann`s College for Women,Visakhapatnam,Andhra Pradesh,nan,nan
St. Ann`s College for Women,HYDERABAD,Telangana,nan,nan
St. Anthony's College,Shillong,Meghalaya,nan,nan
St. Antony`s College for Arts and Science for Women Thamaraipadi,Dindigul,Tamil Nadu,nan,nan
St. Augustine`s College,MANOHARPUR,Jharkhand,nan,nan
"St. Bede's College, Shimla",Shimla,Himachal Pradesh,nan,nan
"St. Claret College, Sharadambangar",Bengaluru,Karnataka,nan,nan
"St. Claret College, Ziro","Ziro, Lower Subansiri District",Arunachal Pradesh,nan,nan
"St. Dominic`s College, Parathod P.O., Kanjirappally",Kottayam,Kerala,nan,nan
St. Edmund's College,East Khasi Hills,Meghalaya,nan,nan
St. Francis College for Women,Hyderabad,Telangana,nan,nan
St. Francis De Sales College,Nagpur,Maharashtra,nan,nan
St. Francis De Sales College,Bengaluru,Karnataka,nan,nan
St. Francis De Sales College,Aalo,Arunachal Pradesh,nan,nan
St. Francis Institute of Technology,Mumbai,Maharashtra,nan,nan
St. Georges College Aruvithura,Kottayam,Kerala,nan,nan
St. John's College,Kollam,Kerala,nan,nan
"St. John's College, Palayamkottai",Tirunelveli,Tamil Nadu,nan,nan
St. John's Medical College,Bengaluru,Karnataka,nan,nan
St. John's Medical College,nan,nan,14,nan
St. Joseph College of Arts & Science College (Autonomous),Cuddalore,Tamil Nadu,nan,nan
St. Joseph College of Engineering,Chennai,Tamil Nadu,nan,nan
St. Joseph's College,Thrissur,Kerala,nan,nan
St. Joseph's College for Women,Visakhapatnam,Andhra Pradesh,nan,nan
St. Joseph's College for Women,Tiruppur,Tamil Nadu,nan,nan
St. Joseph's Degree & P.G. College,Hyderabad,Telangana,nan,nan
St. Joseph's Evening College,Bengaluru,Karnataka,nan,nan
St. Joseph`s College of Commerce,Bengaluru,Karnataka,nan,nan
"St. Joseph`s College, Devagiri",Kozhikode,Kerala,nan,nan
"St. Joseph`s College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,nan,nan
St. Joseph`s Institute of Technology,Chennai,Tamil Nadu,nan,nan
"St. Josephs Arts & Science College, Lalbhag Rd, Bangalore",Bengaluru,Karnataka,nan,nan
St. Josephs College ,Kancheepuram,Tamil Nadu,296,nan
St. Josephs College of Engineering,Kancheepuram,Tamil Nadu,nan,nan
St. Martin's Engineering College,Secunderabad,Telangana,nan,nan
St. Mary's College,Dist. Thrissur,Kerala,nan,nan
"St. Mary's College, Shirva",Udupi,Karnataka,nan,nan
"St. Mary's College, Sulthans Bathery",Wayanad,Kerala,nan,nan
St. Mary's Group of Institutions,Guntur,Andhra Pradesh,nan,nan
St. Mary`s College,Thoothukudi,Tamil Nadu,nan,nan
"St. Mary`s College, Manarcaud, Kottayam",Kottayam,Kerala,nan,nan
St. Marys Centenary Degree College,Secunderabad,Telangana,nan,nan
St. Mira`s College for Women (Autonomous),Pune,Maharashtra,nan,nan
St. Paul Institute of Professional Studies,Indore,Madhya Pradesh,nan,nan
"St. Paul's College, Ranchi",Ranchi,Jharkhand,nan,nan
St. Paul`s College,Ernakulam,Kerala,nan,nan
St. Peter's College,Ernakulam,Kerala,nan,nan
St. Peter's Engineering College,Hyderabad,Telangana,nan,nan
St. Peter`s College of Engineering and Technology,Avadi,Tamil Nadu,nan,nan
"St. Philomena College, Philomena Nagar, Darbe",Puttur,Karnataka,nan,nan
"St. Philomena`s College(Autonomous), Mysore",Mysore,Karnataka,nan,nan
St. Pious X Degree and P.G College for Women,Hyderabad,Telangana,nan,nan
St. Pius Xth College,Kasargod,Kerala,nan,nan
St. Stephen's College,Kottayam,Kerala,nan,nan
"St. Stephen's College, Pathanapuram",Kollam,Kerala,nan,nan
St. Stephens's College,Delhi,Delhi,nan,nan
"St. Teresa`s College, Ernakulam",Ernakulam,Kerala,nan,nan
St. Thomas College,Pazhavangadi,Kerala,nan,nan
St. Thomas College of Arts and Science,Chennai,Tamil Nadu,nan,nan
St. Thomas College of Engineering & Technology,Kolkata,West Bengal,nan,nan
"St. Thomas College, Arunapuram",Kottayam,Kerala,nan,nan
"St. Thomas College, Kozhencherry",Pathanamthitta,Kerala,nan,nan
St. Vincent Palloti College of Engineering and Technology,Nagpur,Maharashtra,nan,nan
"St. Wilfred Education Society`s St. Wilfred College of Arts Science and Commerce, Raigad",Panvel,Maharashtra,nan,nan
St. Wilfred?s College of Law,Jaipur,Rajasthan,nan,nan
St. Wilfred`s P. G. College,Jaipur,Rajasthan,nan,nan
St. Xavier's College,Ahmedabad,Gujarat,nan,nan
St. Xavier's College,Mahuadanr,Jharkhand,nan,nan
"St. Xavier's College, Jaipur",Jaipur,Rajasthan,nan,nan
St. Xavier`s Catholic College of Engineering,Kanniyakumari,Tamil Nadu,nan,nan
St. Xavier`s College,Ranchi,Jharkhand,nan,nan
St. Xavier`s College,Kolkata,West Bengal,nan,nan
St. Xavier`s College,Mumbai,Maharashtra,nan,nan
St. Xavier`s College,Peren,Nagaland,nan,nan
"St. Xavier`s College for Women, Aluva",Aluva,Kerala,nan,nan
"St. Xavier`s College, Kothavara",Vaikom,Kerala,nan,nan
"St.Gregorios College, Pulamon P.O., Kottarakkara",Kottarakara,Kerala,nan,nan
"St.John`s College of Arts & Science, Ammandiviali, Kanyakumari",Kanniyakumari,Tamil Nadu,nan,nan
"St.Joseph's College for Women, Alappuzha",Alappuzha,Kerala,nan,nan
St.JosephFirst Grade College Saraswathipuram,Hassan,Karnataka,nan,nan
St.Josephs College of Arts & Science for (W),Krishnagiri,Tamil Nadu,nan,nan
"St.Josephs College, Moolamattom, Arakulam",Arakulam,Kerala,nan,nan
"St.Jude`s College, Kanyakumari Dist",Thoothoor,Tamil Nadu,nan,nan
St.Xavier`s College,Thiruvananthapuram,Kerala,nan,nan
"St.Xavier`s College, Palayamkottai",Palayamkottai,Tamil Nadu,nan,nan
Standard College,Imphal,Manipur,nan,nan
Stanley College of Engineering & Technology for Women,Hyderabad,Telangana,nan,nan
Stella Maris College for Women,Chennai,Tamil Nadu,nan,nan
Subbalakshmi Lakshmipathi College of Sciences,Madurai,Tamil Nadu,nan,nan
Subharti Dental College & Hospital,Meerut,Uttar Pradesh,nan,nan
"Subhash College, Morena",KAILARAS,Madhya Pradesh,nan,nan
"Sudha Rustagi College of Dental Sciences & Research, Faridabad",Faridabad,Haryana,nan,nan
"Sumandeep Vidyapeeth, Vadodara",Vadodara,Gujarat,nan,nan
Supreme Knowledge Foundation Group of Institutions,Hugli,West Bengal,nan,nan
"Surana College, Bangalore",Bengaluru,Karnataka,nan,nan
Suren Das College,Kamrup,Assam,nan,nan
Surendera Dental College and Research Institute,Ganganagar,Rajasthan,nan,nan
"Surendra Institute of Engineering and Management, Siliguri",Siliguri,West bengal,nan,nan
Surendranath College,Kolkata,West Bengal,nan,nan
Suri Vidyasagar College,Suri,West Bengal,nan,nan
"Surya Sen Mahavidyalaya, Darjeeling",Siliguri,West Bengal,nan,nan
Suryadatta College Of Hospitality Management & Travel Tourism (Schmtt),Pune,Maharashtra,nan,nan
Suryadatta College of Management Information Research & Technology(Scmirt),Pune,Maharashtra,nan,nan
"Suryoday College of Engineering and Technology, Vihirgaon",Nagpur,Maharashtra,nan,nan
Sushant University,Gurugram,Haryana,nan,nan
"Sves's Arts & Commerce College, Harugeri",Belgaum,Karnataka,nan,nan
"Swami Dayananda College of Arts & Science, Tiruvarur",Manjakkudi,Tamil Nadu,nan,nan
"Swami Keshvanand Institute of Technology, Management & Gramothan",Jaipur,Rajasthan,nan,nan
Swami Sahajanand College of Commerce and Management,Bhavnagar,Gujarat,nan,nan
Swami Shri Swaroopanand Saraswati Mahavidyalaya,Bhilai,Chhattisgarh,nan,nan
Swami Vivekanand College of Engineering,Indore,Madhya Pradesh,nan,nan
"Swami Vivekanand Government College, Lakhnadon, Seoni",Lakhnadon Seoni,Madhya Pradesh,nan,nan
Swami Vivekanand Government Degree College Ghurmarwin,Ghumarwin,Himachal Pradesh,nan,nan
Swami Vivekanand Subharti University,Meerut,Uttar Pradesh,nan,nan
Swami Vivekananda Institute of Science & Technology,Kolkata,West Bengal,nan,nan
"Swami Vivekananda Mahavidyalaya, Mohanpur",Agartala,Tripura,nan,nan
Swami Yogananda Giri College,Kokrajhar,Assam,nan,nan
Swarnandhra College of Engineering & Technology,Narsapur,Andhra Pradesh,nan,nan
"Swatantrata Sangram Senani Swargiya Sri Pan Singh Bisht Rajkiya Mahavidyalaya Talla Salt, Almora",Newalgaon,Uttarakhand,nan,nan
"Swatantrya Sainik Shri Kanhaiyalalji Ramchandra Innani Mahavidyalaya,Karanja (Lad), Dist Washim (M.S.)",Karanja (Lad),Maharashtra,nan,nan
"Syed Ammal College of Arts and Science, Ramanathapuram",Ramanathapuram,Tamil Nadu,nan,nan
Syed Ammal Engineering College,Ramanathapuram,Tamil Nadu,nan,nan
Symbiosis College of Arts and Commerce,Pune,Maharashtra,nan,nan
Symbiosis Institute of Business Management,nan,nan,17,nan
Symbiosis International,Pune,Maharashtra,nan,32
Symbiosis Law School,Pune,Maharashtra,3,nan
Synergy Institute of Engineering & Technology,Dhenkanal,Odisha,nan,nan
T John Institute of Technology,Bengaluru,Karnataka,nan,nan
T. A. Pai Management Institute Manipal,nan,nan,38,nan
T. John College,Bengaluru,Karnataka,nan,nan
T. S. R. & E. R. R. Government Degree College,Pamarru,Andhra Pradesh,nan,nan
T.H.B. College,Jamugurihat,Assam,nan,nan
"T.K.M.College of Arts and Science, Kollam",Kollam,Kerala,nan,nan
T.R.R. Government Degree College,KANDUKUR,Andhra Pradesh,nan,nan
"T.S.P.S.M.S.C.M. Managuli Arts College, Sindagi",Sindagi,Karnataka,nan,nan
T.S.S College,MORENA,Madhya Pradesh,nan,nan
"TES's Bhusawal Arts, Science & P.O.Nahata Commerce College, Bhusawal",Bhusawal,Maharashtra,nan,nan
"TIRUNELVELI MEDICAL COLLEGE, TIRUNELVELI",Tirunelveli -,Tamil Nadu,nan,nan
TKM College ,Kollam,Kerala,298,nan
TKM College of Engineering,Kollam,Kerala,nan,nan
TKR College of Engineering & Technology,Hyderabad,Telangana,nan,nan
TRP Engineering College (New),Tiruchirappalli,Tamil Nadu,nan,nan
TSR & TBK Degree College,Gajuwaka,Andhra Pradesh,nan,nan
Tagore Arts College,Puducherry,Pondicherry,nan,nan
Tagore College of Arts and Science,Chennai,Tamil Nadu,nan,nan
Tagore Dental College & Hospital,Chennai,Tamil Nadu,nan,nan
Tagore Engineering College,Kancheepuram,Tamil Nadu,nan,nan
Tagore Institute of Engineering and Technology,Attur,Tamil Nadu,nan,nan
Takshashila Mahavidyalaya,Amravati,Maharashtra,nan,nan
Talla Padmavathi College of Engineering,Warangal (Rural),Telangana,nan,nan
Tamil Nadu Dr. Ambedkar Law University,Chennai,Tamil Nadu,nan,nan
Tamralipta Mahavidyalaya,Purba Medinipur,West Bengal,nan,nan
"Tapi Valley Education Society`s Dhanaji Nana Mahavidyalay, Faizpur",Jalgaon,Maharashtra,nan,nan
Tara Government College,Sangareddy,Telangana,nan,nan
Tarakeswar Degree College,Tarakeswar,West Bengal,nan,nan
"Tata College, Chaibasa",Chaibasa,Jharkhand,nan,nan
Tata Institute of Fundamental Research,Mumbai,Maharashtra,7,nan
Tata Institute of Fundamental Research ,Mumbai,Maharashtra,nan,nan
Tata Institute of Social Sciences,Mumbai,Maharashtra,nan,60
"Tatyasaheb Kore Institute of Engineering & Technology, Warananagar",Warananagar,Maharashtra,nan,nan
Techno India,Dumka,Jharkhand,nan,nan
Techno India Chaibasa,Chaibasa,Jharkhand,nan,nan
Techno India NJR Institute of Technology,Udaipur,Rajasthan,nan,nan
Techno India Ramgarh,Ramgarh,Jharkhand,nan,nan
Techno International Batanagar,South Twenty Four Parganas,West Bengal,nan,nan
Techno International New Town,North Twenty Four Parganas,West Bengal,nan,nan
Techno Main Salt Lake,Kolkata,West Bengal,nan,nan
Technocrats Institute of Technology,Bhopal,Madhya Pradesh,nan,nan
Teegala Krishna Reddy Engineering College,Rangareddy,Telangana,nan,nan
Teerthanker Mahaveer University,Moradabad,Uttar Pradesh,nan,nan
"Tehatta Sadananda Mahavidya, Burdwan",Tehatta,West Bengal,nan,nan
Telangana University,Nizamabad,Telangana,nan,nan
Tellakula Jalayya Polisetty Somasunadaram College,Guntur,Andhra Pradesh,nan,nan
"Teresian College, Mysore",Mysuru,Karnataka,nan,nan
Terna Public Charitable Trust`s College of Engineering,Osmanabad,Maharashtra,nan,nan
Terna Public Charitable Trust`s Terna Engineering College,Navi Mumbai,Maharashtra,nan,nan
Tetso College,Dimapur,Nagaland,nan,nan
Tezpur College,Sonitpur,Assam,nan,nan
Tezpur University,Tezpur,Assam,nan,59
Thadomal Shahani Engineering College,Mumbai,Maharashtra,nan,nan
Thakur College of Engineering & Technology,Mumbai,Maharashtra,nan,nan
Thakur Educational Trusts Thakur College of Science and Commerce,Mumbai,Maharashtra,nan,nan
Thakur School of Architecture & Planning,MUMBAI,Maharashtra,nan,nan
Thambal Marik College,Bishnupur,Manipur,nan,nan
